level_0,index,Year,Christianity_pop,Judaism_pop,Islam_pop,Buddhism_pop,Zoroastrian_pop,Hindu_pop,Sike_pop,Shinto_pop,Baha'i_pop,Taoism_pop,Confucianism_pop,Jain_pop,Syncretic Religions_pop,Animist_pop,Non Religious_pop,Other Religions_pop,Total Religious_pop,Population_pop,Christianity _pct,Judaism _pct,Islam _pct,Buddhism _pct,Zoroastrian _pct,Hindu _pct,Sike _pct,Shinto _pct,Baha'i _pct,Taoism _pct,Confucianism _pct,Jain _pct,Syncretic Religions _pct,Animist _pct,Non Religious _pct,Other Religions _pct,Total Religious _pct,Country,Region,SubRegion
73,205,2005,97293942,128646,206112,24190,0,9465,5213,0,35739,10635,0,0,0,117732,6092334,22992,103924008,103947000,0.936,0.0012,0.002,0.0002,0.0,0.0001,0.0001,0.0,0.0003,0.0001,0.0,0.0,0.0,0.0011,0.0586,0.0002,0.9998,Mexico,Latin America and the Caribbean,Central America
74,206,2010,108811290,67476,3760,0,0,0,0,0,0,0,0,0,35995,27839,3052509,337669,111998869,112336538,0.9686,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0272,0.003,0.997,Mexico,Latin America and the Caribbean,Central America
75,209,1990,163920,2100,1000,600,0,4000,0,0,5300,0,0,0,0,480,4800,6800,182200,189000,0.8673,0.0111,0.0053,0.0032,0.0,0.0212,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0025,0.0254,0.036,0.964,Belize,Latin America and the Caribbean,Central America
76,210,1995,186321,1300,1194,721,0,4768,0,0,6120,0,0,0,1020,460,5998,8098,207902,216000,0.8626,0.006,0.0055,0.0033,0.0,0.0221,0.0,0.0,0.0283,0.0,0.0,0.0,0.0047,0.0021,0.0278,0.0375,0.9625,Belize,Latin America and the Caribbean,Central America
77,211,2000,192222,0,243,0,0,367,0,0,205,0,0,0,0,0,21795,26168,214832,241000,0.7976,0.0,0.001,0.0,0.0,0.0015,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0904,0.1086,0.8914,Belize,Latin America and the Caribbean,Central America
78,212,2005,208096,0,410,378,0,489,0,0,203,0,0,0,0,0,34653,47771,244229,292000,0.7127,0.0,0.0014,0.0013,0.0,0.0017,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.1187,0.1636,0.8364,Belize,Latin America and the Caribbean,Central America
79,213,2010,223972,0,577,757,0,612,0,0,202,0,0,0,0,0,47511,30475,273631,304106,0.7365,0.0,0.0019,0.0025,0.0,0.002,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.1562,0.1002,0.8998,Belize,Latin America and the Caribbean,Central America
80,223,1990,8511300,950,800,1600,0,0,0,0,16000,3100,0,0,0,3150,84800,575300,8621700,9197000,0.9254,0.0001,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0017,0.0003,0.0,0.0,0.0,0.0003,0.0092,0.0626,0.9374,Guatemala,Latin America and the Caribbean,Central America
81,224,1995,9576225,644,655,1390,0,0,0,0,8036,0,0,0,0,1742,19521,367787,9608213,9976000,0.9599,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0002,0.002,0.0369,0.9631,Guatemala,Latin America and the Caribbean,Central America
82,225,2000,11045250,1014,911,1981,0,0,0,0,7500,3684,0,0,23835,2910,284625,13290,11371710,11385000,0.9702,0.0001,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0007,0.0003,0.0,0.0,0.0021,0.0003,0.025,0.0012,0.9988,Guatemala,Latin America and the Caribbean,Central America
83,226,2005,12065950,1000,1100,2000,0,0,0,0,7200,4000,0,0,26000,0,508040,85710,12615290,12701000,0.95,0.0001,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0006,0.0003,0.0,0.0,0.002,0.0,0.04,0.0067,0.9933,Guatemala,Latin America and the Caribbean,Central America
84,227,2010,13133239,2000,2000,0,0,0,0,0,0,0,0,0,0,2800,635050,49374,13775089,13824463,0.95,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0459,0.0036,0.9964,Guatemala,Latin America and the Caribbean,Central America
85,237,1990,4919650,290,6000,2500,0,0,0,0,20000,400,0,0,0,6100,106400,43660,5061340,5105000,0.9637,0.0001,0.0012,0.0005,0.0,0.0,0.0,0.0,0.0039,0.0001,0.0,0.0,0.0,0.0012,0.0208,0.0086,0.9914,Honduras,Latin America and the Caribbean,Central America
86,238,1995,5624825,145,3000,1250,0,0,0,0,10000,200,0,0,0,3050,103200,207330,5745670,5953000,0.9449,0.0,0.0005,0.0002,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0005,0.0173,0.0348,0.9652,Honduras,Latin America and the Caribbean,Central America
87,239,2000,6330000,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,6430000,6530000,0.9694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0153,0.9847,Honduras,Latin America and the Caribbean,Central America
88,240,2005,6587486,357,10010,3854,0,0,0,0,33801,482,0,0,0,38447,402332,30231,7076769,7107000,0.9269,0.0001,0.0014,0.0005,0.0,0.0,0.0,0.0,0.0048,0.0001,0.0,0.0,0.0,0.0054,0.0566,0.0043,0.9957,Honduras,Latin America and the Caribbean,Central America
89,241,2010,7121814,397,397,0,0,0,0,0,0,0,0,0,0,0,800203,79228,7922811,8002039,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0099,0.9901,Honduras,Latin America and the Caribbean,Central America
90,251,1990,4865340,500,1550,540,0,0,0,0,20000,700,0,0,0,16000,70000,56370,4974630,5031000,0.9671,0.0001,0.0003,0.0001,0.0,0.0,0.0,0.0,0.004,0.0001,0.0,0.0,0.0,0.0032,0.0139,0.0112,0.9888,El Salvador,Latin America and the Caribbean,Central America
91,252,1995,5288450,282,1656,301,0,0,0,0,10000,741,0,0,0,18942,289416,52212,5609788,5662000,0.934,0.0,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0018,0.0001,0.0,0.0,0.0,0.0033,0.0511,0.0092,0.9908,El Salvador,Latin America and the Caribbean,Central America
92,253,2000,5711560,565,1763,602,0,0,0,0,0,783,0,0,0,21884,508833,30010,6245990,6276000,0.9101,0.0001,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0035,0.0811,0.0048,0.9952,El Salvador,Latin America and the Caribbean,Central America
93,254,2005,5803034,282,0,0,0,0,0,0,0,0,0,0,0,24692,562936,6056,6390944,6397000,0.9071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.088,0.0009,0.9991,El Salvador,Latin America and the Caribbean,Central America
94,255,2010,6209779,648,2027,0,0,0,0,0,0,0,0,0,0,27500,800563,171771,7040517,7212288,0.861,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.111,0.0238,0.9762,El Salvador,Latin America and the Caribbean,Central America
95,265,1990,3716900,400,710,4200,0,0,0,0,7300,1700,0,0,0,18520,47000,74270,3796730,3871000,0.9602,0.0001,0.0002,0.0011,0.0,0.0,0.0,0.0,0.0019,0.0004,0.0,0.0,0.0,0.0048,0.0121,0.0192,0.9808,Nicaragua,Latin America and the Caribbean,Central America
96,266,1995,4307600,248,786,5017,0,0,0,0,8458,1991,0,0,0,22642,136097,56161,4482839,4539000,0.949,0.0001,0.0002,0.0011,0.0,0.0,0.0,0.0,0.0019,0.0004,0.0,0.0,0.0,0.005,0.03,0.0124,0.9876,Nicaragua,Latin America and the Caribbean,Central America
97,267,2000,4898300,497,863,5835,0,0,0,0,9616,2283,0,0,0,26764,225195,4647,5169353,5174000,0.9467,0.0001,0.0002,0.0011,0.0,0.0,0.0,0.0,0.0019,0.0004,0.0,0.0,0.0,0.0052,0.0435,0.0009,0.9991,Nicaragua,Latin America and the Caribbean,Central America
98,268,2005,4907725,0,1500,0,0,0,0,0,0,0,0,0,0,0,490500,50275,5399725,5450000,0.9005,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0092,0.9908,Nicaragua,Latin America and the Caribbean,Central America
99,269,2010,5242544,0,1602,0,0,0,0,0,0,0,0,0,0,0,523963,53706,5768109,5821815,0.9005,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0092,0.9908,Nicaragua,Latin America and the Caribbean,Central America
100,279,1990,2620600,3800,0,2000,0,80,0,0,0,0,0,0,35000,800,115520,27200,2777800,2805000,0.9343,0.0014,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0003,0.0412,0.0097,0.9903,Costa Rica,Latin America and the Caribbean,Central America
101,280,1995,3097950,4170,0,2171,0,100,0,0,0,0,0,0,40630,857,120000,67122,3265878,3333000,0.9295,0.0013,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0003,0.036,0.0201,0.9799,Costa Rica,Latin America and the Caribbean,Central America
102,281,2000,3771380,4540,0,2343,0,121,0,0,0,0,0,0,46260,914,177647,19795,4003205,4023000,0.9375,0.0011,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0002,0.0442,0.0049,0.9951,Costa Rica,Latin America and the Caribbean,Central America
103,282,2005,4057108,2687,0,1135,0,519,0,0,0,0,0,0,22491,0,157000,25060,4240940,4266000,0.951,0.0006,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0368,0.0059,0.9941,Costa Rica,Latin America and the Caribbean,Central America
104,283,2010,3925741,3800,0,1200,0,558,0,0,0,0,0,0,35000,1250,445000,37451,4412549,4450000,0.8822,0.0009,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0003,0.1,0.0084,0.9916,Costa Rica,Latin America and the Caribbean,Central America
105,293,1990,2292500,1133,35000,12200,0,2666,0,0,14250,1200,0,0,0,5666,31466,1919,2396081,2398000,0.956,0.0005,0.0146,0.0051,0.0,0.0011,0.0,0.0,0.0059,0.0005,0.0,0.0,0.0,0.0024,0.0131,0.0008,0.9992,Panama,Latin America and the Caribbean,Central America
106,294,1995,2552070,3400,11666,0,0,0,0,0,0,0,0,0,0,0,0,63864,2567136,2631000,0.97,0.0013,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.9757,Panama,Latin America and the Caribbean,Central America
107,295,2000,2773500,3778,12655,2033,0,9138,0,0,0,0,0,0,4169,0,0,50727,2805273,2856000,0.9711,0.0013,0.0044,0.0007,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0178,0.9822,Panama,Latin America and the Caribbean,Central America
108,296,2005,3161160,5000,10000,12315,0,450,112,0,18857,0,0,0,2356,0,0,17750,3210250,3228000,0.9793,0.0015,0.0031,0.0038,0.0,0.0001,0.0,0.0,0.0058,0.0,0.0,0.0,0.0007,0.0,0.0,0.0055,0.9945,Panama,Latin America and the Caribbean,Central America
109,297,2010,4166894,6590,13181,16233,0,593,148,0,24856,0,0,0,3106,0,0,23399,4231601,4255000,0.9793,0.0015,0.0031,0.0038,0.0,0.0001,0.0,0.0,0.0058,0.0,0.0,0.0,0.0007,0.0,0.0,0.0055,0.9945,Panama,Latin America and the Caribbean,Central America
110,307,1990,30980000,8750,20000,1300,0,8000,0,0,48000,0,0,0,1700,195000,375000,662250,31637750,32300000,0.9591,0.0003,0.0006,0.0,0.0,0.0002,0.0,0.0,0.0015,0.0,0.0,0.0,0.0001,0.006,0.0116,0.0205,0.9795,Colombia,Latin America and the Caribbean,South America
111,308,1995,33756907,6500,0,0,0,0,0,0,0,0,0,0,0,350000,450000,535593,34563407,35099000,0.9618,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0128,0.0153,0.9847,Colombia,Latin America and the Caribbean,South America
112,309,2000,39996945,7500,32248,1124,0,6832,0,0,43172,0,0,0,1431,370423,563000,1298325,41022675,42321000,0.9451,0.0002,0.0008,0.0,0.0,0.0002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0088,0.0133,0.0307,0.9693,Colombia,Latin America and the Caribbean,South America
113,310,2005,41606496,7500,25700,1500,0,7500,0,0,43751,0,0,0,1200,375394,643335,176624,42712376,42889000,0.9701,0.0002,0.0006,0.0,0.0,0.0002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0088,0.015,0.0041,0.9959,Colombia,Latin America and the Caribbean,South America
114,311,2010,44910647,8095,27740,1619,0,8095,0,0,47225,0,0,0,1295,405206,694425,190653,46104347,46295000,0.9701,0.0002,0.0006,0.0,0.0,0.0002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0088,0.015,0.0041,0.9959,Colombia,Latin America and the Caribbean,South America
115,321,1990,18614680,39000,620,2370,0,0,0,0,9500,0,0,0,4750,14500,34700,604880,18720120,19325000,0.9632,0.002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0002,0.0008,0.0018,0.0313,0.9687,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America
116,322,1995,20231080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480920,20231080,20712000,0.9768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.9768,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America
117,323,2000,22762053,15804,26506,9845,0,0,0,0,47024,0,0,0,1708,53805,1208500,44755,24125245,24170000,0.9417,0.0007,0.0011,0.0004,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0001,0.0022,0.05,0.0019,0.9981,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America
118,324,2005,25077176,16159,28185,11011,0,0,0,0,28512,0,0,0,3910,53752,1237877,120418,26456582,26577000,0.9436,0.0006,0.0011,0.0004,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0001,0.002,0.0466,0.0045,0.9955,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America
119,325,2010,27392300,16515,29864,12177,0,0,0,0,10000,0,0,0,6113,53700,1267254,46077,28787923,28834000,0.95,0.0006,0.001,0.0004,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0002,0.0019,0.0439,0.0016,0.9984,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America
120,330,1990,303900,60,57600,1500,0,252000,0,0,0,0,0,0,0,0,104400,540,719460,720000,0.4221,0.0001,0.08,0.0021,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0008,0.9993,Guyana,Latin America and the Caribbean,South America
121,331,1995,367200,38,55800,0,0,232500,0,0,375,0,0,0,0,0,71700,7387,727613,735000,0.4996,0.0001,0.0759,0.0,0.0,0.3163,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0976,0.0101,0.9899,Guyana,Latin America and the Caribbean,South America
122,332,2000,430500,16,54000,750,0,213000,0,0,750,0,0,0,0,0,39000,11984,738016,750000,0.574,0.0,0.072,0.001,0.0,0.284,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.052,0.016,0.984,Guyana,Latin America and the Caribbean,South America
123,333,2005,429477,22,55781,375,0,219706,0,0,2800,0,0,0,500,4250,38687,6402,751598,758000,0.5666,0.0,0.0736,0.0005,0.0,0.2898,0.0,0.0,0.0037,0.0,0.0,0.0,0.0007,0.0056,0.051,0.0084,0.9916,Guyana,Latin America and the Caribbean,South America
124,334,2010,427919,29,57562,0,0,226412,0,0,4850,0,0,0,1000,8500,38375,2854,764647,767501,0.5575,0.0,0.075,0.0,0.0,0.295,0.0,0.0,0.0063,0.0,0.0,0.0,0.0013,0.0111,0.05,0.0037,0.9963,Guyana,Latin America and the Caribbean,South America
125,338,1990,235351,525,65091,1400,0,82885,0,0,4200,0,0,0,504,11875,0,169,401831,402000,0.5855,0.0013,0.1619,0.0035,0.0,0.2062,0.0,0.0,0.0104,0.0,0.0,0.0,0.0013,0.0295,0.0,0.0004,0.9996,Suriname,Latin America and the Caribbean,South America
126,339,1995,225995,0,67800,0,0,110430,0,0,0,0,0,0,0,3450,0,1325,407675,409000,0.5526,0.0,0.1658,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0,0.0032,0.9968,Suriname,Latin America and the Caribbean,South America
127,340,2000,234934,191,69493,617,0,102101,0,0,1606,0,0,0,277,4102,3241,438,416562,417000,0.5634,0.0005,0.1666,0.0015,0.0,0.2448,0.0,0.0,0.0039,0.0,0.0,0.0,0.0007,0.0098,0.0078,0.0011,0.9989,Suriname,Latin America and the Caribbean,South America
128,341,2005,274703,276,82468,893,0,121100,0,0,1032,0,405,0,400,3163,7200,7360,491640,499000,0.5505,0.0006,0.1653,0.0018,0.0,0.2427,0.0,0.0,0.0021,0.0,0.0008,0.0,0.0008,0.0063,0.0144,0.0147,0.9853,Suriname,Latin America and the Caribbean,South America
129,342,2010,271680,290,110936,0,0,155084,0,0,0,0,0,0,0,28000,0,10,565990,566000,0.48,0.0005,0.196,0.0,0.0,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0,0.0,1.0,Suriname,Latin America and the Caribbean,South America
130,352,1990,9874700,1400,0,1200,0,0,0,0,12400,0,0,0,1500,24900,14600,333300,9930700,10264000,0.9621,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0001,0.0024,0.0014,0.0325,0.9675,Ecuador,Latin America and the Caribbean,South America
131,353,1995,8978500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351500,8978500,9330000,0.9623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377,0.9623,Ecuador,Latin America and the Caribbean,South America
132,354,2000,11477020,1300,1200,4422,0,0,0,0,1520,0,0,0,4089,22076,948450,185923,12460077,12646000,0.9076,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0003,0.0017,0.075,0.0147,0.9853,Ecuador,Latin America and the Caribbean,South America
133,355,2005,12136581,1150,1350,5941,0,0,0,0,1620,0,0,0,0,25000,1078113,245,13249755,13250000,0.916,0.0001,0.0001,0.0004,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0019,0.0814,0.0,1.0,Ecuador,Latin America and the Caribbean,South America
134,356,2010,12830327,1000,1500,7460,0,0,0,0,1720,0,0,0,0,35000,1207777,124367,14084784,14209151,0.903,0.0001,0.0001,0.0005,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0025,0.085,0.0088,0.9912,Ecuador,Latin America and the Caribbean,South America
135,366,1990,21346550,4500,250,7000,0,0,0,0,7500,0,0,0,7000,89000,85000,22200,21546800,21569000,0.9897,0.0002,0.0,0.0003,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0003,0.0041,0.0039,0.001,0.999,Peru,Latin America and the Caribbean,South America
136,367,1995,23290887,3763,232,13121,0,0,0,0,9827,0,0,0,6314,70475,89500,47881,23484119,23532000,0.9898,0.0002,0.0,0.0006,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0003,0.003,0.0038,0.002,0.998,Peru,Latin America and the Caribbean,South America
137,368,2000,23532720,3027,5600,8200,0,0,0,0,6500,0,0,0,0,45000,461916,1599037,24062963,25662000,0.917,0.0001,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0018,0.018,0.0623,0.9377,Peru,Latin America and the Caribbean,South America
138,369,2005,26698560,3000,6200,8500,0,0,0,0,7570,0,0,0,0,50000,862141,175029,27635971,27811000,0.96,0.0001,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0018,0.031,0.0063,0.9937,Peru,Latin America and the Caribbean,South America
139,370,2010,27579681,3000,6000,10200,0,0,0,0,10000,0,0,0,0,50000,1176105,567660,28834986,29402646,0.938,0.0001,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0017,0.04,0.0193,0.9807,Peru,Latin America and the Caribbean,South America
140,380,1990,138033011,86423,50000,236403,0,2666,0,2000,10000,0,0,0,32000,106957,694623,5469917,139254083,144724000,0.9538,0.0006,0.0003,0.0016,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0007,0.0048,0.0378,0.9622,Brazil,Latin America and the Caribbean,South America
141,381,1995,151406004,87862,68293,278083,0,2560,0,2701,9593,0,0,0,34500,181865,995856,2754683,153067317,155822000,0.9717,0.0006,0.0004,0.0018,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0012,0.0064,0.0177,0.9823,Brazil,Latin America and the Caribbean,South America
142,382,2000,146447175,92000,86586,319764,0,2455,0,105000,9186,0,0,0,37000,3232185,13439085,6344564,163770436,170115000,0.8609,0.0005,0.0005,0.0019,0.0,0.0,0.0,0.0006,0.0001,0.0,0.0,0.0,0.0002,0.019,0.079,0.0373,0.9627,Brazil,Latin America and the Caribbean,South America
143,383,2005,157380092,99500,60876,281882,0,4065,0,130475,25408,0,0,0,39508,3809784,14826664,6724746,176658254,183383000,0.8582,0.0005,0.0003,0.0015,0.0,0.0,0.0,0.0007,0.0001,0.0,0.0,0.0,0.0002,0.0208,0.0809,0.0367,0.9633,Brazil,Latin America and the Caribbean,South America
144,384,2010,168313010,107000,35167,244000,0,5675,0,155951,41630,0,0,0,42016,4387383,16214243,1209725,189546075,190755800,0.8823,0.0006,0.0002,0.0013,0.0,0.0,0.0,0.0008,0.0002,0.0,0.0,0.0,0.0002,0.023,0.085,0.0063,0.9937,Brazil,Latin America and the Caribbean,South America
145,394,1990,6272300,2600,1100,4500,0,0,0,0,200000,0,0,0,320,30000,40000,22180,6550820,6573000,0.9543,0.0004,0.0002,0.0007,0.0,0.0,0.0,0.0,0.0304,0.0,0.0,0.0,0.0,0.0046,0.0061,0.0034,0.9966,Bolivia (Plurinational State of),Latin America and the Caribbean,South America
146,395,1995,7300880,0,0,0,0,0,0,0,0,0,0,0,0,35000,45000,33120,7380880,7414000,0.9847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0061,0.0045,0.9955,Bolivia (Plurinational State of),Latin America and the Caribbean,South America
147,396,2000,7842641,350,1666,5329,0,0,0,0,0,0,0,0,0,0,208225,270789,8058211,8329000,0.9416,0.0,0.0002,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0325,0.9675,Bolivia (Plurinational State of),Latin America and the Caribbean,South America
148,397,2005,9033088,350,1836,6827,0,0,0,0,0,0,0,0,1377,35879,282810,64833,9362167,9427000,0.9582,0.0,0.0002,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0038,0.03,0.0069,0.9931,Bolivia (Plurinational State of),Latin America and the Caribbean,South America
149,398,2010,9720100,350,1031,3836,0,0,0,0,0,0,0,0,773,162419,412492,11314,10301001,10312315,0.9426,0.0,0.0001,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0158,0.04,0.0011,0.9989,Bolivia (Plurinational State of),Latin America and the Caribbean,South America
150,417,1990,4142546,2400,0,6200,0,0,0,0,6800,0,0,0,0,29500,20000,11554,4207446,4219000,0.9819,0.0006,0.0,0.0015,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.007,0.0047,0.0027,0.9973,Paraguay,Latin America and the Caribbean,South America
151,418,1990,4142546,2400,0,6200,0,0,0,0,6800,0,0,0,0,29500,20000,11554,4207446,4219000,0.9819,0.0006,0.0,0.0015,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.007,0.0047,0.0027,0.9973,Paraguay,Latin America and the Caribbean,South America
152,419,1995,4624128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203872,4624128,4828000,0.9578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422,0.9578,Paraguay,Latin America and the Caribbean,South America
153,420,1995,4624128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203872,4624128,4828000,0.9578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422,0.9578,Paraguay,Latin America and the Caribbean,South America
154,421,2000,5329016,1365,1000,5524,0,0,0,0,4505,0,0,0,0,14971,137400,2219,5493781,5496000,0.9696,0.0002,0.0002,0.001,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0027,0.025,0.0004,0.9996,Paraguay,Latin America and the Caribbean,South America
155,422,2000,5329016,1365,1000,5524,0,0,0,0,4505,0,0,0,0,14971,137400,2219,5493781,5496000,0.9696,0.0002,0.0002,0.001,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0027,0.025,0.0004,0.9996,Paraguay,Latin America and the Caribbean,South America
156,423,2005,5367889,1500,1270,4516,0,0,0,0,3245,0,0,0,0,39016,188768,292796,5606204,5899000,0.91,0.0003,0.0002,0.0008,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0066,0.032,0.0496,0.9504,Paraguay,Latin America and the Caribbean,South America
157,424,2005,5367889,1500,1270,4516,0,0,0,0,3245,0,0,0,0,39016,188768,292796,5606204,5899000,0.91,0.0003,0.0002,0.0008,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0066,0.032,0.0496,0.9504,Paraguay,Latin America and the Caribbean,South America
158,425,2010,6138983,3208,3873,14783,0,0,0,0,5600,0,0,0,0,29405,193658,65782,6389510,6455292,0.951,0.0005,0.0006,0.0023,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0046,0.03,0.0102,0.9898,Paraguay,Latin America and the Caribbean,South America
159,426,2010,6138983,3208,3873,14783,0,0,0,0,5600,0,0,0,0,29405,193658,65782,6389510,6455292,0.951,0.0005,0.0006,0.0023,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0046,0.03,0.0102,0.9898,Paraguay,Latin America and the Caribbean,South America
160,436,1990,12353325,9600,2000,750,0,0,0,0,7500,0,0,0,125,10850,437500,278350,12821650,13100000,0.943,0.0007,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0008,0.0334,0.0212,0.9788,Chile,Latin America and the Caribbean,South America
161,437,1995,13585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625000,13585000,14210000,0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.956,Chile,Latin America and the Caribbean,South America
162,438,2000,14197856,11127,1603,1812,0,0,0,0,5981,0,0,0,108,145919,455796,390798,14820202,15211000,0.9334,0.0007,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0096,0.03,0.0257,0.9743,Chile,Latin America and the Caribbean,South America
