index,Year,Christianity - Protestants (Population),Christianity - Roman Catholics (Population),Christianity - Eastern Orthodox (Population),Christianity - Anglican (Population),Christianity - Others (Population),Christianity - Total (Population),Judaism - Orthodox (Population),Judaism - Conservatives (Population),Judaism - Reform (Population),Judaism - Others (Population),Judaism - Total (Population),Islam - Sunni (Population),Islam - Shi'a (Population),Islam - Ibadhi (Population),Islam - Nation of Islam (Population),Islam - Alawite (Population),Islam - Ahmadiyya (Population),Islam - Others (Population),Islam - Total (Population),Buddhism - Mahayana (Population),Buddhism - Theravada (Population),Buddhism - Others (Population),Buddhism - Total (Population),Zoroastrian - Total (Population),Hindu - Total (Population),Sike - Total (Population),Shinto - Total (Population),Baha'i - Total (Population),Taoism - Total (Population),Confucianism - Total (Population),Jain - Total (Population),Syncretic Religions - Total (Population),Animist - Total (Population),Non Religious - Total (Population),Other Religions - Total (Population),Total Religious - Total (Population),Population - Total (Population),Christianity - Protestants (Percent),Christianity - Roman Catholics (Percent),Christianity - Eastern Orthodox (Percent),Christianity - Anglican (Percent),Christianity - Others (Percent),Christianity - Total (Percent),Judaism - Orthodox (Percent),Judaism - Conservatives (Percent),Judaism - Reform (Percent),Judaism - Others (Percent),Judaism - Total (Percent),Islam - Sunni (Percent),Islam - Shi'a (Percent),Islam - Ibadhi (Percent),Islam - Nation of Islam (Percent),Islam - Alawite (Percent),Islam - Ahmadiyya (Percent),Islam - Others (Percent),Islam - Total (Percent),Buddhism - Mahayana (Percent),Buddhism - Theravada (Percent),Buddhism - Others (Percent),Buddhism - Total (Percent),Zoroastrian - Total (Percent),Hindu - Total (Percent),Sike - Total (Percent),Shinto - Total (Percent),Baha'i - Total (Percent),Taoism - Total (Percent),Confucianism - Total (Percent),Jain - Total (Percent),Syncretic Religions - Total (Percent),Animist - Total (Percent),Non Religious - Total (Percent),Other Religions - Total (Percent),Total Religious - Total (Percent),StateNme
512,1990,4080000,5300000,6600,8400,1951000,11346000,0,0,0.0,26000,26000,0,0,0,0,0,0,533000.0,533000,0,0,48000,48000,50,80000,0,0,3800,0,0,0,6000,580,2908051,519,14951481,14952000,0.2729,0.3545,0.0004,0.0006,0.1305,0.7588,0.0,0.0,0.0,0.0017,0.0017,0.0,0.0,0.0,0,0.0,0.0,0.0356,0.0356,0.0,0.0,0.0032,0.0032,0.0,0.0054,0.0,0.0,0.0003,0.0,0.0,0.0,0.0004,0.0,0.1945,0.0,1.0,Netherlands
513,1995,3679481,5410650,7270,8430,2109416,11215247,0,0,0.0,25471,25471,0,0,0,0,0,0,626500.0,626500,0,0,102930,102930,151,84674,0,0,4978,0,0,0,6291,605,3316692,75461,15383539,15459000,0.238,0.35,0.0005,0.0005,0.1365,0.7255,0.0,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.0405,0.0405,0.0,0.0,0.0067,0.0067,0.0,0.0055,0.0,0.0,0.0003,0.0,0.0,0.0,0.0004,0.0,0.2145,0.0049,0.9951,Netherlands
514,1995,3679481,5410650,7270,8430,2109416,11215247,0,0,0.0,25471,25471,0,0,0,0,0,0,626500.0,626500,0,0,102930,102930,151,84674,0,0,4978,0,0,0,6291,605,3316692,75461,15383539,15459000,0.238,0.35,0.0005,0.0005,0.1365,0.7255,0.0,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.0405,0.0405,0.0,0.0,0.0067,0.0067,0.0,0.0055,0.0,0.0,0.0003,0.0,0.0,0.0,0.0004,0.0,0.2145,0.0049,0.9951,Netherlands
515,2000,3200000,5209380,7940,8461,2200000,10625781,0,0,0.0,24942,24942,0,0,0,0,0,0,780000.0,780000,0,0,157860,157860,253,95000,12629,0,6500,0,0,0,6583,631,4050000,25821,15760179,15786000,0.2027,0.33,0.0005,0.0005,0.1394,0.6731,0.0,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.0494,0.0494,0.0,0.0,0.01,0.01,0.0,0.006,0.0008,0.0,0.0004,0.0,0.0,0.0,0.0004,0.0,0.2566,0.0016,0.9984,Netherlands
516,2000,3200000,5209380,7940,8461,2200000,10625781,0,0,0.0,24942,24942,0,0,0,0,0,0,780000.0,780000,0,0,157860,157860,253,95000,12629,0,6500,0,0,0,6583,631,4050000,25821,15760179,15786000,0.2027,0.33,0.0005,0.0005,0.1394,0.6731,0.0,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.0494,0.0494,0.0,0.0,0.01,0.01,0.0,0.006,0.0008,0.0,0.0004,0.0,0.0,0.0,0.0004,0.0,0.2566,0.0016,0.9984,Netherlands
517,2005,3132846,4943527,7964,8503,2478086,10570926,0,0,0.0,25786,25786,0,0,0,0,0,0,897600.0,897600,0,0,194208,194208,294,105264,13072,0,6414,0,0,0,6805,653,4157560,341418,15978582,16320000,0.192,0.3029,0.0005,0.0005,0.1518,0.6477,0.0,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.055,0.055,0.0,0.0,0.0119,0.0119,0.0,0.0065,0.0008,0.0,0.0004,0.0,0.0,0.0,0.0004,0.0,0.2548,0.0209,0.9791,Netherlands
518,2005,3132846,4943527,7964,8503,2478086,10570926,0,0,0.0,25786,25786,0,0,0,0,0,0,897600.0,897600,0,0,194208,194208,294,105264,13072,0,6414,0,0,0,6805,653,4157560,341418,15978582,16320000,0.192,0.3029,0.0005,0.0005,0.1518,0.6477,0.0,0.0,0.0,0.0016,0.0016,0.0,0.0,0.0,0,0.0,0.0,0.055,0.055,0.0,0.0,0.0119,0.0119,0.0,0.0065,0.0008,0.0,0.0004,0.0,0.0,0.0,0.0004,0.0,0.2548,0.0209,0.9791,Netherlands
519,2010,2824128,4485380,7988,8545,2300000,9626041,0,0,0.0,25700,25700,0,0,0,0,0,0,963526.0,963526,0,0,201012,201012,299,107151,13290,0,6678,0,0,0,6911,665,5648257,12992,16599530,16612522,0.17,0.27,0.0005,0.0005,0.1384,0.5794,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0,0,0.0,0.0,0.058,0.058,0.0,0.0,0.0121,0.0121,0.0,0.0065,0.0008,0.0,0.0004,0.0,0.0,0.0,0.0004,0.0,0.34,0.0008,0.9992,Netherlands
520,2010,2824128,4485380,7988,8545,2300000,9626041,0,0,0.0,25700,25700,0,0,0,0,0,0,963526.0,963526,0,0,201012,201012,299,107151,13290,0,6678,0,0,0,6911,665,5648257,12992,16599530,16612522,0.17,0.27,0.0005,0.0005,0.1384,0.5794,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0,0,0.0,0.0,0.058,0.058,0.0,0.0,0.0121,0.0121,0.0,0.0065,0.0008,0.0,0.0004,0.0,0.0,0.0,0.0004,0.0,0.34,0.0008,0.9992,Netherlands
521,1945,21904,8010240,2861,5146,109568,8149719,0,0,0.0,19809,19809,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44599,129873,8214127,8344000,0.0026,0.96,0.0003,0.0006,0.0131,0.9767,0.0,0.0,0.0,0.0024,0.0024,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0156,0.9844,Belgium
522,1945,21904,8010240,2861,5146,109568,8149719,0,0,0.0,19809,19809,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44599,129873,8214127,8344000,0.0026,0.96,0.0003,0.0006,0.0131,0.9767,0.0,0.0,0.0,0.0024,0.0024,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0156,0.9844,Belgium
523,1950,35074,8326402,10021,7006,110148,8488651,0,0,0.0,25053,25053,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125265,31,8638969,8639000,0.0041,0.9638,0.0012,0.0008,0.0128,0.9826,0.0,0.0,0.0,0.0029,0.0029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,1.0,Belgium
524,1950,35074,8326402,10021,7006,110148,8488651,0,0,0.0,25053,25053,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125265,31,8638969,8639000,0.0041,0.9638,0.0012,0.0008,0.0128,0.9826,0.0,0.0,0.0,0.0029,0.0029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,1.0,Belgium
525,1955,45618,8414271,22555,8272,110340,8601056,0,0,0.0,28369,28369,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238547,28,8867972,8868000,0.0051,0.9488,0.0025,0.0009,0.0124,0.9699,0.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269,0.0,1.0,Belgium
526,1955,45618,8414271,22555,8272,110340,8601056,0,0,0.0,28369,28369,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238547,28,8867972,8868000,0.0051,0.9488,0.0025,0.0009,0.0124,0.9699,0.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269,0.0,1.0,Belgium
527,1960,56161,8613304,35089,9138,105731,8819423,0,0,0.0,31684,31684,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301830,63,9152937,9153000,0.0061,0.941,0.0038,0.001,0.0116,0.9636,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,1.0,Belgium
528,1960,56161,8613304,35089,9138,105731,8819423,0,0,0.0,31684,31684,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301830,63,9152937,9153000,0.0061,0.941,0.0038,0.001,0.0116,0.9636,0.0,0.0,0.0,0.0035,0.0035,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,1.0,Belgium
529,1965,62705,8780520,47623,10804,110023,9011675,0,0,0.0,35000,35000,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417112,213,9463787,9464000,0.0066,0.9278,0.005,0.0011,0.0116,0.9522,0.0,0.0,0.0,0.0037,0.0037,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0,1.0,Belgium
530,1965,62705,8780520,47623,10804,110023,9011675,0,0,0.0,35000,35000,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417112,213,9463787,9464000,0.0066,0.9278,0.005,0.0011,0.0116,0.9522,0.0,0.0,0.0,0.0037,0.0037,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0,1.0,Belgium
531,1970,77248,8682477,60157,12070,111314,8943266,0,0,0.0,33120,33120,0,0,0,0,0,0,90284.0,90284,0,0,4017,4017,10,0,0,0,1806,0,0,1004,1004,501,578394,2594,9653406,9656000,0.008,0.8992,0.0062,0.0013,0.0115,0.9262,0.0,0.0,0.0,0.0034,0.0034,0.0,0.0,0.0,0,0.0,0.0,0.0094,0.0094,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0001,0.0001,0.0001,0.0599,0.0003,0.9997,Belgium
532,1970,77248,8682477,60157,12070,111314,8943266,0,0,0.0,33120,33120,0,0,0,0,0,0,90284.0,90284,0,0,4017,4017,10,0,0,0,1806,0,0,1004,1004,501,578394,2594,9653406,9656000,0.008,0.8992,0.0062,0.0013,0.0115,0.9262,0.0,0.0,0.0,0.0034,0.0034,0.0,0.0,0.0,0,0.0,0.0,0.0094,0.0094,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0001,0.0001,0.0001,0.0599,0.0003,0.9997,Belgium
533,1975,111424,8561858,61378,12285,125507,8872452,0,0,0.0,32813,32813,0,0,0,0,0,0,100142.0,100142,0,0,4088,4088,10,0,0,0,1853,0,0,2753,1650,1126,588157,189956,9605044,9795000,0.0114,0.8741,0.0063,0.0013,0.0128,0.9058,0.0,0.0,0.0,0.0033,0.0033,0.0,0.0,0.0,0,0.0,0.0,0.0102,0.0102,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0002,0.0001,0.06,0.0194,0.9806,Belgium
534,1975,111424,8561858,61378,12285,125507,8872452,0,0,0.0,32813,32813,0,0,0,0,0,0,100142.0,100142,0,0,4088,4088,10,0,0,0,1853,0,0,2753,1650,1126,588157,189956,9605044,9795000,0.0114,0.8741,0.0063,0.0013,0.0128,0.9058,0.0,0.0,0.0,0.0033,0.0033,0.0,0.0,0.0,0,0.0,0.0,0.0102,0.0102,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0002,0.0001,0.06,0.0194,0.9806,Belgium
535,1980,145600,8441239,62600,12500,139700,8801639,0,0,0.0,32507,32507,0,0,0,0,0,0,110000.0,110000,0,0,4160,4160,10,0,0,0,1900,0,0,4502,2295,1751,597920,290316,9556684,9847000,0.0148,0.8572,0.0064,0.0013,0.0142,0.8938,0.0,0.0,0.0,0.0033,0.0033,0.0,0.0,0.0,0,0.0,0.0,0.0112,0.0112,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0005,0.0002,0.0002,0.0607,0.0295,0.9705,Belgium
536,1980,145600,8441239,62600,12500,139700,8801639,0,0,0.0,32507,32507,0,0,0,0,0,0,110000.0,110000,0,0,4160,4160,10,0,0,0,1900,0,0,4502,2295,1751,597920,290316,9556684,9847000,0.0148,0.8572,0.0064,0.0013,0.0142,0.8938,0.0,0.0,0.0,0.0033,0.0033,0.0,0.0,0.0,0,0.0,0.0,0.0112,0.0112,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0005,0.0002,0.0002,0.0607,0.0295,0.9705,Belgium
537,1985,131300,8320619,61836,11800,122989,8648544,0,0,0.0,32200,32200,0,0,0,0,0,0,200000.0,200000,0,0,12080,12080,10,0,0,0,2050,0,0,6251,2941,2375,927388,24161,9833839,9858000,0.0133,0.844,0.0063,0.0012,0.0125,0.8773,0.0,0.0,0.0,0.0033,0.0033,0.0,0.0,0.0,0,0.0,0.0,0.0203,0.0203,0.0,0.0,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0006,0.0003,0.0002,0.0941,0.0025,0.9975,Belgium
538,1985,131300,8320619,61836,11800,122989,8648544,0,0,0.0,32200,32200,0,0,0,0,0,0,200000.0,200000,0,0,12080,12080,10,0,0,0,2050,0,0,6251,2941,2375,927388,24161,9833839,9858000,0.0133,0.844,0.0063,0.0012,0.0125,0.8773,0.0,0.0,0.0,0.0033,0.0033,0.0,0.0,0.0,0,0.0,0.0,0.0203,0.0203,0.0,0.0,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0006,0.0003,0.0002,0.0941,0.0025,0.9975,Belgium
539,1990,117000,8200000,61072,11100,106277,8495449,0,0,0.0,32100,32100,0,0,0,0,0,0,315000.0,315000,0,0,20000,20000,10,0,0,0,2200,0,0,8000,3586,3000,1076855,10800,9956200,9967000,0.0117,0.8227,0.0061,0.0011,0.0107,0.8524,0.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0,0.0,0.0,0.0316,0.0316,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0008,0.0004,0.0003,0.108,0.0011,0.9989,Belgium
540,1990,117000,8200000,61072,11100,106277,8495449,0,0,0.0,32100,32100,0,0,0,0,0,0,315000.0,315000,0,0,20000,20000,10,0,0,0,2200,0,0,8000,3586,3000,1076855,10800,9956200,9967000,0.0117,0.8227,0.0061,0.0011,0.0107,0.8524,0.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0,0.0,0.0,0.0316,0.0316,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0008,0.0004,0.0003,0.108,0.0011,0.9989,Belgium
541,1995,100840,7961180,60308,10339,89566,8222233,0,0,0.0,32000,32000,0,0,0,0,0,0,403904.0,403904,0,0,21939,21939,10,0,0,0,2151,0,0,6845,4232,2490,1406323,34873,10102127,10137000,0.0099,0.7854,0.0059,0.001,0.0088,0.8111,0.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0,0.0,0.0,0.0398,0.0398,0.0,0.0,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0007,0.0004,0.0002,0.1387,0.0034,0.9966,Belgium
542,1995,100840,7961180,60308,10339,89566,8222233,0,0,0.0,32000,32000,0,0,0,0,0,0,403904.0,403904,0,0,21939,21939,10,0,0,0,2151,0,0,6845,4232,2490,1406323,34873,10102127,10137000,0.0099,0.7854,0.0059,0.001,0.0088,0.8111,0.0,0.0,0.0,0.0032,0.0032,0.0,0.0,0.0,0,0.0,0.0,0.0398,0.0398,0.0,0.0,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0007,0.0004,0.0002,0.1387,0.0034,0.9966,Belgium
543,2000,95000,7620750,100000,21000,72854,7909604,0,0,0.0,40000,40000,315000,35000,0,0,0,0,0.0,350000,0,0,20000,20000,11,0,0,0,0,0,0,0,0,0,1524150,317235,9843765,10161000,0.0093,0.75,0.0098,0.0021,0.0072,0.7784,0.0,0.0,0.0,0.0039,0.0039,0.031,0.0034,0.0,0,0.0,0.0,0.0,0.0344,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0312,0.9688,Belgium
544,2000,95000,7620750,100000,21000,72854,7909604,0,0,0.0,40000,40000,315000,35000,0,0,0,0,0.0,350000,0,0,20000,20000,11,0,0,0,0,0,0,0,0,0,1524150,317235,9843765,10161000,0.0093,0.75,0.0098,0.0021,0.0072,0.7784,0.0,0.0,0.0,0.0039,0.0039,0.031,0.0034,0.0,0,0.0,0.0,0.0,0.0344,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0312,0.9688,Belgium
545,2005,132000,7854750,70000,10800,72000,8139550,0,0,0.0,50000,50000,360000,40000,0,0,0,0,0.0,400000,0,0,10000,10000,0,6500,3000,0,0,0,0,0,1800,0,1816500,45650,10427350,10473000,0.0126,0.75,0.0067,0.001,0.0069,0.7772,0.0,0.0,0.0,0.0048,0.0048,0.0344,0.0038,0.0,0,0.0,0.0,0.0,0.0382,0.0,0.0,0.001,0.001,0.0,0.0006,0.0003,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.1734,0.0044,0.9956,Belgium
546,2005,132000,7854750,70000,10800,72000,8139550,0,0,0.0,50000,50000,360000,40000,0,0,0,0,0.0,400000,0,0,10000,10000,0,6500,3000,0,0,0,0,0,1800,0,1816500,45650,10427350,10473000,0.0126,0.75,0.0067,0.001,0.0069,0.7772,0.0,0.0,0.0,0.0048,0.0048,0.0344,0.0038,0.0,0,0.0,0.0,0.0,0.0382,0.0,0.0,0.001,0.001,0.0,0.0006,0.0003,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.1734,0.0044,0.9956,Belgium
547,2010,108763,6797746,64823,11014,543819,7526165,0,0,0.0,30000,30000,489437,54381,0,0,0,0,0.0,543818,0,0,32629,32629,0,7500,3500,0,0,0,0,0,0,0,2088267,644516,10231879,10876395,0.01,0.625,0.006,0.001,0.05,0.692,0.0,0.0,0.0,0.0028,0.0028,0.045,0.005,0.0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.003,0.003,0.0,0.0007,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0593,0.9407,Belgium
548,2010,108763,6797746,64823,11014,543819,7526165,0,0,0.0,30000,30000,489437,54381,0,0,0,0,0.0,543818,0,0,32629,32629,0,7500,3500,0,0,0,0,0,0,0,2088267,644516,10231879,10876395,0.01,0.625,0.006,0.001,0.05,0.692,0.0,0.0,0.0,0.0028,0.0028,0.045,0.005,0.0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.003,0.003,0.0,0.0007,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0593,0.9407,Belgium
549,1945,2503,273170,20,80,3914,279687,0,0,0.0,870,870,0,0,0,0,0,0,50.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,1689,281311,283000,0.0088,0.9653,0.0001,0.0003,0.0138,0.9883,0.0,0.0,0.0,0.0031,0.0031,0.0,0.0,0.0,0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.006,0.994,Luxembourg
550,1945,2503,273170,20,80,3914,279687,0,0,0.0,870,870,0,0,0,0,0,0,50.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,1689,281311,283000,0.0088,0.9653,0.0001,0.0003,0.0138,0.9883,0.0,0.0,0.0,0.0031,0.0031,0.0,0.0,0.0,0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.006,0.994,Luxembourg
551,1950,4410,285100,50,100,4197,293857,0,0,0.0,699,699,0,0,0,0,0,0,100.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,653,295347,296000,0.0149,0.9632,0.0002,0.0003,0.0142,0.9928,0.0,0.0,0.0,0.0024,0.0024,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0022,0.9978,Luxembourg
552,1950,4410,285100,50,100,4197,293857,0,0,0.0,699,699,0,0,0,0,0,0,100.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,653,295347,296000,0.0149,0.9632,0.0002,0.0003,0.0142,0.9928,0.0,0.0,0.0,0.0024,0.0024,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0022,0.9978,Luxembourg
553,1955,4986,293050,125,125,4500,302786,0,0,0.0,671,671,0,0,0,0,0,0,200.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,666,304334,305000,0.0163,0.9608,0.0004,0.0004,0.0148,0.9927,0.0,0.0,0.0,0.0022,0.0022,0.0,0.0,0.0,0,0.0,0.0,0.0007,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0022,0.9978,Luxembourg
554,1955,4986,293050,125,125,4500,302786,0,0,0.0,671,671,0,0,0,0,0,0,200.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,666,304334,305000,0.0163,0.9608,0.0004,0.0004,0.0148,0.9927,0.0,0.0,0.0,0.0022,0.0022,0.0,0.0,0.0,0,0.0,0.0,0.0007,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0022,0.9978,Luxembourg
555,1960,5561,301000,200,150,4803,311714,0,0,0.0,643,643,0,0,0,0,0,0,299.0,299,0,0,0,0,0,0,0,0,27,0,0,0,0,0,664,653,313347,314000,0.0177,0.9586,0.0006,0.0005,0.0153,0.9927,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0021,0.0021,0.9979,Luxembourg
556,1960,5561,301000,200,150,4803,311714,0,0,0.0,643,643,0,0,0,0,0,0,299.0,299,0,0,0,0,0,0,0,0,27,0,0,0,0,0,664,653,313347,314000,0.0177,0.9586,0.0006,0.0005,0.0153,0.9927,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0021,0.0021,0.9979,Luxembourg
557,1965,6137,310500,274,175,5106,322192,0,0,0.0,670,670,0,0,0,0,0,0,399.0,399,0,0,0,0,0,0,0,0,513,0,0,0,0,0,7232,994,331006,332000,0.0185,0.9352,0.0008,0.0005,0.0154,0.9705,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0,0.0,0.0,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0218,0.003,0.997,Luxembourg
558,1965,6137,310500,274,175,5106,322192,0,0,0.0,670,670,0,0,0,0,0,0,399.0,399,0,0,0,0,0,0,0,0,513,0,0,0,0,0,7232,994,331006,332000,0.0185,0.9352,0.0008,0.0005,0.0154,0.9705,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0,0.0,0.0,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0218,0.003,0.997,Luxembourg
559,1970,6712,312380,349,200,5409,325050,0,0,0.0,698,698,0,0,0,0,0,0,498.0,498,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,10800,954,338046,339000,0.0198,0.9215,0.001,0.0006,0.016,0.9588,0.0,0.0,0.0,0.0021,0.0021,0.0,0.0,0.0,0,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0319,0.0028,0.9972,Luxembourg
560,1970,6712,312380,349,200,5409,325050,0,0,0.0,698,698,0,0,0,0,0,0,498.0,498,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,10800,954,338046,339000,0.0198,0.9215,0.001,0.0006,0.016,0.9588,0.0,0.0,0.0,0.0021,0.0021,0.0,0.0,0.0,0,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0319,0.0028,0.9972,Luxembourg
