,year,country,gdp,un_region,hdi,conflict_present,religion,relig_pop
1800,1990,Vanuatu,168879207.244148,Oceania,0.578,0.0,Judaism,0
1801,1995,Vanuatu,249333250.082507,Oceania,0.0,0.0,Judaism,0
1802,2000,Vanuatu,272014627.835262,Oceania,0.578,0.0,Judaism,0
1803,2005,Vanuatu,394962433.029368,Oceania,0.0,0.0,Judaism,0
1804,2010,Vanuatu,670712979.682038,Oceania,0.578,0.0,Judaism,0
1805,1990,Solomon Islands,214877666.846068,Oceania,0.488,0.0,Judaism,0
1806,1995,Solomon Islands,469443201.503274,Oceania,0.0,0.0,Judaism,0
1807,2000,Solomon Islands,419842674.227652,Oceania,0.488,0.0,Judaism,0
1808,2005,Solomon Islands,552881356.697517,Oceania,0.0,0.0,Judaism,0
1809,2010,Solomon Islands,898128551.289162,Oceania,0.553,0.0,Judaism,0
1810,2000,Kiribati,74910527.2586758,Oceania,0.547,0.0,Judaism,0
1811,2005,Kiribati,113895437.324786,Oceania,0.0,0.0,Judaism,0
1812,2010,Kiribati,165458433.127645,Oceania,0.584,0.0,Judaism,0
1813,2000,Tuvalu,15073975.5349377,Oceania,0.599,0.0,Judaism,0
1814,2005,Tuvalu,22909979.8163078,Oceania,0.0,0.0,Judaism,0
1815,2010,Tuvalu,32105408.4771121,Oceania,0.623,0.0,Judaism,0
1816,1990,Fiji,1337017559.49728,Oceania,0.63,0.0,Judaism,100
1817,1995,Fiji,1970301486.20561,Oceania,0.0,0.0,Judaism,104
1818,2000,Fiji,1678219507.89829,Oceania,0.669,0.0,Judaism,0
1819,2005,Fiji,2980403844.72096,Oceania,0.0,0.0,Judaism,111
1820,2010,Fiji,3140166712.79624,Oceania,0.699,0.0,Judaism,0
1821,2000,Tonga,204848487.806485,Oceania,0.679,0.0,Judaism,0
1822,2005,Tonga,261823805.433238,Oceania,0.0,0.0,Judaism,0
1823,2010,Tonga,366887374.989696,Oceania,0.709,0.0,Judaism,0
1824,2000,Nauru,26930980.3429002,Oceania,0.559,0.0,Judaism,0
1825,2005,Nauru,30070666.0652533,Oceania,0.0,0.0,Judaism,0
1826,2010,Nauru,47562844.6104251,Oceania,0.559,0.0,Judaism,0
1827,1995,Marshall Islands,120230000.0,Oceania,0.0,0.0,Judaism,0
1828,2000,Marshall Islands,114838500.0,Oceania,0.688,0.0,Judaism,0
1829,2005,Marshall Islands,138000000.0,Oceania,0.0,0.0,Judaism,0
1830,2010,Marshall Islands,161100000.0,Oceania,0.688,0.0,Judaism,0
1831,1995,Palau,121018500.0,Oceania,0.0,0.0,Judaism,0
1832,2000,Palau,149551483.154297,Oceania,0.747,0.0,Judaism,0
1833,2005,Palau,190961685.180664,Oceania,0.0,0.0,Judaism,0
1834,2010,Palau,188042373.657227,Oceania,0.775,0.0,Judaism,0
1835,1995,Micronesia (Federated States Of),219930003.350969,Oceania,0.0,0.0,Judaism,0
1836,2000,Micronesia (Federated States Of),229616847.556821,Oceania,0.637,0.0,Judaism,0
1837,2005,Micronesia (Federated States Of),245905050.832081,Oceania,0.0,0.0,Judaism,0
1838,2010,Micronesia (Federated States Of),290638857.061212,Oceania,0.644,0.0,Judaism,0
1839,1990,Samoa,125766269.755358,Oceania,0.672,0.0,Judaism,0
1840,1995,Samoa,224865731.381903,Oceania,0.0,0.0,Judaism,0
1841,2000,Samoa,258856139.798489,Oceania,0.672,0.0,Judaism,0
1842,2005,Samoa,476801793.159429,Oceania,0.0,0.0,Judaism,0
1843,2010,Samoa,680260907.153983,Oceania,0.704,0.0,Judaism,0
1844,1990,United States,5963144000000.0,Northern America,0.875,0.0,Islam,2294757
1845,1995,United States,7639749000000.0,Northern America,0.0,0.0,Islam,2425377
1846,2000,United States,10250947997000.0,Northern America,0.894,0.0,Islam,2555997
1847,2005,United States,13039199193000.0,Northern America,0.0,0.0,Islam,2685374
1848,2010,United States,15048964444000.0,Northern America,0.916,0.0,Islam,2814750
1849,1990,Canada,596075591360.987,Northern America,0.861,0.0,Islam,250000
1850,1995,Canada,605961090061.207,Northern America,0.0,0.0,Islam,125000
1851,2000,Canada,744773415931.587,Northern America,0.89,0.0,Islam,280323
1852,2005,Canada,1173108598778.68,Northern America,0.0,0.0,Islam,646000
1853,2010,Canada,1617343367486.26,Northern America,0.911,0.0,Islam,670000
1854,1990,Bahamas,3166000000.0,Latin America and the Caribbean,0.76,0.0,Islam,0
1855,1995,Bahamas,3429000000.0,Latin America and the Caribbean,0.0,0.0,Islam,0
1856,2000,Bahamas,8076470000.0,Latin America and the Caribbean,0.788,0.0,Islam,0
1857,2005,Bahamas,9836200000.0,Latin America and the Caribbean,0.0,0.0,Islam,0
1858,2010,Bahamas,10095760000.0,Latin America and the Caribbean,0.8,0.0,Islam,0
1859,1990,Cuba,28645436569.1489,Latin America and the Caribbean,0.684,0.0,Islam,8000
1860,1995,Cuba,30429803651.2192,Latin America and the Caribbean,0.0,0.0,Islam,8160
1861,2000,Cuba,30565400000.0,Latin America and the Caribbean,0.694,0.0,Islam,8500
1862,2005,Cuba,42643836100.0,Latin America and the Caribbean,0.0,0.0,Islam,7200
1863,2010,Cuba,59562962962.963,Latin America and the Caribbean,0.779,0.0,Islam,8000
1864,1990,Haiti,3096289800.0,Latin America and the Caribbean,0.441,0.0,Islam,1660
1865,1995,Haiti,2813313278.81082,Latin America and the Caribbean,0.0,0.0,Islam,830
1866,2000,Haiti,6813566098.8675,Latin America and the Caribbean,0.485,0.0,Islam,0
1867,2005,Haiti,7030149730.33692,Latin America and the Caribbean,0.0,0.0,Islam,2000
1868,2010,Haiti,11859312725.1448,Latin America and the Caribbean,0.449,0.0,Islam,1750
1869,1990,Dominican Republic,7073675544.79021,Latin America and the Caribbean,0.579,0.0,Islam,1600
1870,1995,Dominican Republic,16637370839.1608,Latin America and the Caribbean,0.0,0.0,Islam,0
1871,2000,Dominican Republic,24305780628.6677,Latin America and the Caribbean,0.646,0.0,Islam,1873
1872,2005,Dominican Republic,35777560683.9366,Latin America and the Caribbean,0.0,0.0,Islam,2083
1873,2010,Dominican Republic,53801053352.5005,Latin America and the Caribbean,0.707,0.0,Islam,0
1874,1990,Jamaica,4592208086.69235,Latin America and the Caribbean,0.664,0.0,Islam,3000
1875,1995,Jamaica,6577520642.82297,Latin America and the Caribbean,0.0,0.0,Islam,3078
1876,2000,Jamaica,9005064474.93003,Latin America and the Caribbean,0.657,0.0,Islam,3156
1877,2005,Jamaica,11243865777.7131,Latin America and the Caribbean,0.0,0.0,Islam,2334
1878,2010,Jamaica,13220549908.2494,Latin America and the Caribbean,0.711,0.0,Islam,1513
1879,1990,Trinidad And Tobago,5068000000.0,Latin America and the Caribbean,0.656,1.0,Islam,80190
1880,1995,Trinidad And Tobago,5329217747.21258,Latin America and the Caribbean,0.0,0.0,Islam,82830
1881,2000,Trinidad And Tobago,8154342116.10311,Latin America and the Caribbean,0.708,0.0,Islam,85470
1882,2005,Trinidad And Tobago,15982389018.4041,Latin America and the Caribbean,0.0,0.0,Islam,75085
1883,2010,Trinidad And Tobago,22157920592.3669,Latin America and the Caribbean,0.785,0.0,Islam,65700
1884,1990,Barbados,2012131457.26644,Latin America and the Caribbean,0.728,0.0,Islam,1079
1885,1995,Barbados,2216974096.35559,Latin America and the Caribbean,0.0,0.0,Islam,1885
1886,2000,Barbados,3059500000.0,Latin America and the Caribbean,0.76,0.0,Islam,1782
1887,2005,Barbados,3819500000.0,Latin America and the Caribbean,0.0,0.0,Islam,2041
1888,2010,Barbados,5672900000.0,Latin America and the Caribbean,0.792,0.0,Islam,2300
1889,1990,Dominica,201429629.62963,Latin America and the Caribbean,0.721,0.0,Islam,0
1890,1995,Dominica,274522222.222222,Latin America and the Caribbean,0.0,0.0,Islam,69
1891,2000,Dominica,333470370.37037,Latin America and the Caribbean,0.721,0.0,Islam,139
1892,2005,Dominica,391455555.555556,Latin America and the Caribbean,0.0,0.0,Islam,0
1893,2010,Dominica,519859259.259259,Latin America and the Caribbean,0.735,0.0,Islam,0
1894,1990,Grenada,278098762.962963,Latin America and the Caribbean,0.779,0.0,Islam,0
1895,1995,Grenada,342172518.518519,Latin America and the Caribbean,0.0,0.0,Islam,152
1896,2000,Grenada,520044370.37037,Latin America and the Caribbean,0.779,0.0,Islam,167
1897,2005,Grenada,695555555.555555,Latin America and the Caribbean,0.0,0.0,Islam,500
1898,2010,Grenada,771014814.814815,Latin America and the Caribbean,0.779,0.0,Islam,526
1899,1990,Saint Lucia,579629629.62963,Latin America and the Caribbean,0.666,0.0,Islam,0
1900,1995,Saint Lucia,762962962.962963,Latin America and the Caribbean,0.0,0.0,Islam,352
1901,2000,Saint Lucia,932592592.592592,Latin America and the Caribbean,0.692,0.0,Islam,705
1902,2005,Saint Lucia,1135555555.55556,Latin America and the Caribbean,0.0,0.0,Islam,434
1903,2010,Saint Lucia,1482385185.18519,Latin America and the Caribbean,0.731,0.0,Islam,164
1904,1990,Saint Vincent And The Grenadines,240366666.666667,Latin America and the Caribbean,0.691,0.0,Islam,1500
1905,1995,Saint Vincent And The Grenadines,316007407.407407,Latin America and the Caribbean,0.0,0.0,Islam,750
1906,2000,Saint Vincent And The Grenadines,427946037.037037,Latin America and the Caribbean,0.691,0.0,Islam,798
1907,2005,Saint Vincent And The Grenadines,579948925.925926,Latin America and the Caribbean,0.0,0.0,Islam,451
1908,2010,Saint Vincent And The Grenadines,720447888.888889,Latin America and the Caribbean,0.756,0.0,Islam,104
1909,1990,Antigua And Barbuda,478718518.518519,Latin America and the Caribbean,0.808,0.0,Islam,300
1910,1995,Antigua And Barbuda,616051851.851852,Latin America and the Caribbean,0.0,0.0,Islam,287
1911,2000,Antigua And Barbuda,901003703.703704,Latin America and the Caribbean,0.808,0.0,Islam,274
1912,2005,Antigua And Barbuda,1143896296.2963,Latin America and the Caribbean,0.0,0.0,Islam,137
1913,2010,Antigua And Barbuda,1298348148.14815,Latin America and the Caribbean,0.808,0.0,Islam,0
1914,1990,Saint Kitts And Nevis,217259259.259259,Latin America and the Caribbean,0.79,0.0,Islam,0
1915,1995,Saint Kitts And Nevis,313485185.185185,Latin America and the Caribbean,0.0,0.0,Islam,64
1916,2000,Saint Kitts And Nevis,421695769.843918,Latin America and the Caribbean,0.79,0.0,Islam,129
1917,2005,Saint Kitts And Nevis,547203703.703704,Latin America and the Caribbean,0.0,0.0,Islam,135
1918,2010,Saint Kitts And Nevis,778718518.518518,Latin America and the Caribbean,0.79,0.0,Islam,141
1919,1990,Mexico,261253675692.838,Latin America and the Caribbean,0.666,0.0,Islam,0
1920,1995,Mexico,380157469866.849,Latin America and the Caribbean,0.0,0.0,Islam,128584
1921,2000,Mexico,742061329749.127,Latin America and the Caribbean,0.709,0.0,Islam,257168
1922,2005,Mexico,917571853529.104,Latin America and the Caribbean,0.0,0.0,Islam,206112
1923,2010,Mexico,1105424238731.09,Latin America and the Caribbean,0.747,0.0,Islam,3760
1924,1990,Belize,546750912.28848,Latin America and the Caribbean,0.609,0.0,Islam,1000
1925,1995,Belize,818590250.0,Latin America and the Caribbean,0.0,0.0,Islam,1194
1926,2000,Belize,1138138100.0,Latin America and the Caribbean,0.657,0.0,Islam,243
1927,2005,Belize,1474298400.0,Latin America and the Caribbean,0.0,0.0,Islam,410
1928,2010,Belize,1748988400.0,Latin America and the Caribbean,0.72,0.0,Islam,577
1929,1990,Guatemala,7650196845.21546,Latin America and the Caribbean,0.49,1.0,Islam,800
1930,1995,Guatemala,14655404433.2771,Latin America and the Caribbean,0.0,1.0,Islam,655
1931,2000,Guatemala,19288929030.0508,Latin America and the Caribbean,0.551,0.0,Islam,911
1932,2005,Guatemala,26783389293.922,Latin America and the Caribbean,0.0,0.0,Islam,1100
1933,2010,Guatemala,40676578423.4871,Latin America and the Caribbean,0.613,0.0,Islam,2000
1934,1990,Honduras,3734460116.73152,Latin America and the Caribbean,0.513,0.0,Islam,6000
1935,1995,Honduras,4672346193.95203,Latin America and the Caribbean,0.0,0.0,Islam,3000
1936,2000,Honduras,7186638029.05875,Latin America and the Caribbean,0.553,0.0,Islam,0
1937,2005,Honduras,9757012696.56212,Latin America and the Caribbean,0.0,0.0,Islam,10010
1938,2010,Honduras,15839344591.9842,Latin America and the Caribbean,0.596,0.0,Islam,397
1939,1990,El Salvador,4817542204.0,Latin America and the Caribbean,0.519,1.0,Islam,1550
1940,1995,El Salvador,8921947100.0,Latin America and the Caribbean,0.0,0.0,Islam,1656
1941,2000,El Salvador,11784927700.0,Latin America and the Caribbean,0.609,0.0,Islam,1763
1942,2005,El Salvador,14698000000.0,Latin America and the Caribbean,0.0,0.0,Islam,0
1943,2010,El Salvador,18447920000.0,Latin America and the Caribbean,0.657,0.0,Islam,2027
1944,1990,Nicaragua,1009455483.87097,Latin America and the Caribbean,0.487,0.0,Islam,710
1945,1995,Nicaragua,4140470000.0,Latin America and the Caribbean,0.0,0.0,Islam,786
1946,2000,Nicaragua,5109587049.97449,Latin America and the Caribbean,0.563,0.0,Islam,863
1947,2005,Nicaragua,6321324279.14826,Latin America and the Caribbean,0.0,0.0,Islam,1500
1948,2010,Nicaragua,8758602232.98358,Latin America and the Caribbean,0.611,0.0,Islam,1602
1949,1990,Costa Rica,5711687786.75989,Latin America and the Caribbean,0.659,0.0,Islam,0
1950,1995,Costa Rica,11578594259.8675,Latin America and the Caribbean,0.0,0.0,Islam,0
1951,2000,Costa Rica,15013629661.8969,Latin America and the Caribbean,0.709,0.0,Islam,0
1952,2005,Costa Rica,20040642476.9817,Latin America and the Caribbean,0.0,0.0,Islam,0
1953,2010,Costa Rica,37658616951.8038,Latin America and the Caribbean,0.769,0.0,Islam,0
1954,1990,Panama,6433967000.0,Latin America and the Caribbean,0.672,0.0,Islam,35000
1955,1995,Panama,9573813700.0,Latin America and the Caribbean,0.0,0.0,Islam,11666
1956,2000,Panama,11966497048.6488,Latin America and the Caribbean,0.722,0.0,Islam,12655
1957,2005,Panama,16623906739.3121,Latin America and the Caribbean,0.0,0.0,Islam,10000
1958,2010,Panama,30231009532.9507,Latin America and the Caribbean,0.775,0.0,Islam,13181
1959,1990,Colombia,47844090709.9908,Latin America and the Caribbean,0.614,1.0,Islam,20000
1960,1995,Colombia,92507279383.0387,Latin America and the Caribbean,0.0,1.0,Islam,0
1961,2000,Colombia,99875074951.0278,Latin America and the Caribbean,0.672,1.0,Islam,32248
1962,2005,Colombia,145600529605.803,Latin America and the Caribbean,0.0,1.0,Islam,25700
1963,2010,Colombia,286498534094.963,Latin America and the Caribbean,0.732,1.0,Islam,27740
1964,1990,Venezuela (Bolivarian Republic Of),48606952194.7752,Latin America and the Caribbean,0.657,0.0,Islam,620
1965,1995,Venezuela (Bolivarian Republic Of),77389487770.0883,Latin America and the Caribbean,0.0,0.0,Islam,0
1966,2000,Venezuela (Bolivarian Republic Of),117146466002.661,Latin America and the Caribbean,0.699,0.0,Islam,26506
1967,2005,Venezuela (Bolivarian Republic Of),145513489651.872,Latin America and the Caribbean,0.0,0.0,Islam,28185
1968,2010,Venezuela (Bolivarian Republic Of),393192354510.653,Latin America and the Caribbean,0.759,0.0,Islam,29864
1969,1990,Guyana,396582263.291139,Latin America and the Caribbean,0.496,0.0,Islam,57600
1970,1995,Guyana,621626785.915493,Latin America and the Caribbean,0.0,0.0,Islam,55800
1971,2000,Guyana,712667896.727512,Latin America and the Caribbean,0.57,0.0,Islam,54000
1972,2005,Guyana,824880550.343965,Latin America and the Caribbean,0.0,0.0,Islam,55781
1973,2010,Guyana,3432912516.92427,Latin America and the Caribbean,0.65,0.0,Islam,57562
1974,1990,Suriname,388400000.0,Latin America and the Caribbean,0.696,0.0,Islam,65091
1975,1995,Suriname,691590497.737557,Latin America and the Caribbean,0.0,0.0,Islam,67800
1976,2000,Suriname,947671969.69697,Latin America and the Caribbean,0.696,0.0,Islam,69493
1977,2005,Suriname,1793410397.38738,Latin America and the Caribbean,0.0,0.0,Islam,82468
1978,2010,Suriname,4368370997.92126,Latin America and the Caribbean,0.696,0.0,Islam,110936
1979,1990,Ecuador,15239272611.5809,Latin America and the Caribbean,0.645,0.0,Islam,0
1980,1995,Ecuador,24432884442.2211,Latin America and the Caribbean,0.0,1.0,Islam,0
1981,2000,Ecuador,17539454727.3637,Latin America and the Caribbean,0.684,0.0,Islam,1200
1982,2005,Ecuador,40278849000.0,Latin America and the Caribbean,0.0,0.0,Islam,1350
1983,2010,Ecuador,68151329000.0,Latin America and the Caribbean,0.736,0.0,Islam,1500
1984,1990,Peru,26410386962.8019,Latin America and the Caribbean,0.62,1.0,Islam,250
1985,1995,Peru,53312793687.3836,Latin America and the Caribbean,0.0,1.0,Islam,232
1986,2000,Peru,51744749133.213,Latin America and the Caribbean,0.675,0.0,Islam,5600
1987,2005,Peru,76060606060.6061,Latin America and the Caribbean,0.0,0.0,Islam,6200
1988,2010,Peru,147527631520.729,Latin America and the Caribbean,0.725,0.0,Islam,6000
1989,1990,Brazil,390725626002.866,Latin America and the Caribbean,0.62,0.0,Islam,50000
1990,1995,Brazil,769333330411.575,Latin America and the Caribbean,0.0,0.0,Islam,68293
1991,2000,Brazil,655448188259.351,Latin America and the Caribbean,0.668,0.0,Islam,86586
1992,2005,Brazil,891633826625.407,Latin America and the Caribbean,0.0,0.0,Islam,60876
1993,2010,Brazil,2208838108484.35,Latin America and the Caribbean,0.722,0.0,Islam,35167
1994,1990,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.546,0.0,Islam,1100
1995,1995,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.0,0.0,Islam,0
1996,2000,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.625,0.0,Islam,1666
1997,2005,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.0,0.0,Islam,1836
1998,2010,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.661,0.0,Islam,1031
1999,1990,Paraguay,5812114523.01187,Latin America and the Caribbean,0.604,0.0,Islam,0
2000,1995,Paraguay,9062131475.02318,Latin America and the Caribbean,0.0,0.0,Islam,0
2001,2000,Paraguay,8855705139.55857,Latin America and the Caribbean,0.656,0.0,Islam,1000
2002,2005,Paraguay,10737500188.1123,Latin America and the Caribbean,0.0,0.0,Islam,1270
2003,2010,Paraguay,27260886405.2341,Latin America and the Caribbean,0.7,0.0,Islam,3873
2004,1990,Chile,33428580448.2715,Latin America and the Caribbean,0.705,0.0,Islam,2000
2005,1995,Chile,73820425701.6603,Latin America and the Caribbean,0.0,0.0,Islam,0
2006,2000,Chile,78339750721.364,Latin America and the Caribbean,0.763,0.0,Islam,1603
2007,2005,Chile,122294145163.192,Latin America and the Caribbean,0.0,0.0,Islam,4000
2008,2010,Chile,217051209238.534,Latin America and the Caribbean,0.813,0.0,Islam,4500
2009,1990,Argentina,141352654305.163,Latin America and the Caribbean,0.724,0.0,Islam,0
2010,1995,Argentina,258031750000.0,Latin America and the Caribbean,0.0,0.0,Islam,0
2011,2000,Argentina,284203750000.0,Latin America and the Caribbean,0.78,0.0,Islam,555480
2012,2005,Argentina,198737095012.282,Latin America and the Caribbean,0.0,0.0,Islam,600000
2013,2010,Argentina,423627422092.49,Latin America and the Caribbean,0.834,0.0,Islam,611000
2014,1990,Uruguay,9298807850.29979,Latin America and the Caribbean,0.702,0.0,Islam,450
2015,1995,Uruguay,19297663096.5506,Latin America and the Caribbean,0.0,0.0,Islam,0
2016,2000,Uruguay,22823270892.1094,Latin America and the Caribbean,0.754,0.0,Islam,167
2017,2005,Uruguay,17362857683.8545,Latin America and the Caribbean,0.0,0.0,Islam,1000
2018,2010,Uruguay,41950361211.9581,Latin America and the Caribbean,0.785,0.0,Islam,1015
2019,1990,United Kingdom,1093169389204.55,Europe,0.804,1.0,Islam,1050000
2020,1995,United Kingdom,1349094208616.06,Europe,0.0,0.0,Islam,1459221
2021,2000,United Kingdom,1671597821152.97,Europe,0.863,0.0,Islam,1828442
2022,2005,United Kingdom,2551361818181.82,Europe,0.0,0.0,Islam,2264221
2023,2010,United Kingdom,2496740681057.14,Europe,0.913,0.0,Islam,2700000
2024,1990,Ireland,49305632408.4929,Europe,0.743,0.0,Islam,7500
2025,1995,Ireland,69139823232.3232,Europe,0.0,0.0,Islam,15081
2026,2000,Ireland,100207610429.909,Europe,0.851,0.0,Islam,19163
2027,2005,Ireland,211876989655.907,Europe,0.0,0.0,Islam,27678
2028,2010,Ireland,221732824603.484,Europe,0.908,0.0,Islam,25700
2029,1990,Netherlands,318799003993.707,Europe,0.847,0.0,Islam,533000
2030,1995,Netherlands,452967334614.329,Europe,0.0,0.0,Islam,626500
2031,2000,Netherlands,417649282153.726,Europe,0.892,0.0,Islam,780000
2032,2005,Netherlands,688133699635.797,Europe,0.0,0.0,Islam,897600
2033,2010,Netherlands,852464982433.335,Europe,0.917,0.0,Islam,963526
2034,1990,Belgium,205331747947.851,Europe,0.814,0.0,Islam,315000
2035,1995,Belgium,288025588396.278,Europe,0.0,0.0,Islam,403904
2036,2000,Belgium,236792460312.471,Europe,0.884,0.0,Islam,350000
2037,2005,Belgium,385714762230.039,Europe,0.0,0.0,Islam,400000
2038,2010,Belgium,481556503720.001,Europe,0.913,0.0,Islam,543818
2039,1990,Luxembourg,12778792853.6939,Europe,0.793,0.0,Islam,3900
2040,1995,Luxembourg,20853093869.7318,Europe,0.0,0.0,Islam,5850
2041,2000,Luxembourg,21230182989.3036,Europe,0.864,0.0,Islam,6000
2042,2005,Luxembourg,37672280120.4794,Europe,0.0,0.0,Islam,9000
2043,2010,Luxembourg,56213985987.4168,Europe,0.912,0.0,Islam,10139
2044,1990,France,1257649439826.53,Europe,0.79,0.0,Islam,1810000
2045,1995,France,1595219345511.89,Europe,0.0,0.0,Islam,2677400
2046,2000,France,1360959069477.49,Europe,0.844,0.0,Islam,4450000
2047,2005,France,2192146403028.17,Europe,0.0,0.0,Islam,5500000
2048,2010,France,2646230027988.34,Europe,0.88,0.0,Islam,4950000
2049,1995,Monaco,3130309995.30848,Europe,0.0,0.0,Islam,136
2050,2000,Monaco,2654462665.26893,Europe,0.8035476190476191,0.0,Islam,1197
2051,2005,Monaco,4204652898.73103,Europe,0.0,0.0,Islam,730
2052,2010,Monaco,5367561569.59548,Europe,0.8553333333333333,0.0,Islam,264
2053,1990,Liechtenstein,1421509216.37424,Europe,0.871,0.0,Islam,600
2054,1995,Liechtenstein,2428525060.69927,Europe,0.0,0.0,Islam,1319
2055,2000,Liechtenstein,2483889858.32312,Europe,0.871,0.0,Islam,1593
2056,2005,Liechtenstein,3659319116.88057,Europe,0.0,0.0,Islam,1776
2057,2010,Liechtenstein,5082337238.44718,Europe,0.916,0.0,Islam,1960
2058,1990,Switzerland,265763573999.424,Europe,0.85,0.0,Islam,152200
2059,1995,Switzerland,352835806342.495,Europe,0.0,0.0,Islam,231500
2060,2000,Switzerland,279216033870.204,Europe,0.885,0.0,Islam,310800
2061,2005,Switzerland,418284865884.998,Europe,0.0,0.0,Islam,312354
2062,2010,Switzerland,598851028906.58,Europe,0.94,0.0,Islam,322000
2063,1990,Spain,536175326477.31,Europe,0.762,0.0,Islam,170000
2064,1995,Spain,614170002668.802,Europe,0.0,0.0,Islam,300000
2065,2000,Spain,598102854756.08,Europe,0.828,0.0,Islam,450000
2066,2005,Spain,1154667551775.88,Europe,0.0,0.0,Islam,1100000
2067,2010,Spain,1427989078916.67,Europe,0.868,0.0,Islam,1400000
2068,1995,Andorra,1178745282.8678,Europe,0.0,0.0,Islam,448
2069,2000,Andorra,1432606296.26722,Europe,0.815,0.0,Islam,500
2070,2005,Andorra,3161084846.97686,Europe,0.0,0.0,Islam,400
2071,2010,Andorra,3449925693.58181,Europe,0.863,0.0,Islam,769
2072,1990,Portugal,78713860216.5659,Europe,0.703,0.0,Islam,20000
2073,1995,Portugal,118122007430.012,Europe,0.0,0.0,Islam,28910
2074,2000,Portugal,118605192877.388,Europe,0.793,0.0,Islam,35000
2075,2005,Portugal,197253876704.921,Europe,0.0,0.0,Islam,62993
2076,2010,Portugal,238443864993.217,Europe,0.831,0.0,Islam,90987
2077,1990,Germany,1778162195860.07,Europe,0.828,0.0,Islam,2850000
2078,1995,Germany,2593053091306.13,Europe,0.0,0.0,Islam,3258506
2079,2000,Germany,1966980701145.1,Europe,0.89,0.0,Islam,3000000
2080,2005,Germany,2893393187361.87,Europe,0.0,0.0,Islam,3500000
2081,2010,Germany,3467093769666.67,Europe,0.929,0.0,Islam,4000000
2082,1990,Germany,1778162195860.07,Europe,0.828,0.0,Islam,1490000
2083,1990,Poland,65977748210.5263,Europe,0.715,0.0,Islam,4500
2084,1995,Poland,142838527115.448,Europe,0.0,0.0,Islam,5303
2085,2000,Poland,172953527033.013,Europe,0.794,0.0,Islam,2500
2086,2005,Poland,306999913150.525,Europe,0.0,0.0,Islam,2700
2087,2010,Poland,478111630683.514,Europe,0.845,0.0,Islam,5100
2088,1990,Austria,165811372382.912,Europe,0.823,0.0,Islam,157415
2089,1995,Austria,240094169510.031,Europe,0.0,0.0,Islam,242116
2090,2000,Austria,196181599831.287,Europe,0.87,0.0,Islam,346502
2091,2005,Austria,313952317330.776,Europe,0.0,0.0,Islam,372536
2092,2010,Austria,389827789217.634,Europe,0.903,0.0,Islam,398571
2093,1990,Hungary,34478360678.756,Europe,0.721,0.0,Islam,16458
2094,1995,Hungary,46577614588.9926,Europe,0.0,0.0,Islam,20072
2095,2000,Hungary,47275954428.9586,Europe,0.773,0.0,Islam,3150
2096,2005,Hungary,113098237570.929,Europe,0.0,0.0,Islam,3825
2097,2010,Hungary,131898737241.166,Europe,0.829,0.0,Islam,4500
2098,1990,Slovakia,12915046978.1615,Europe,0.761,0.0,Islam,0
2099,1995,Czechia,60572381311.2283,Europe,0.0,0.0,Islam,1050
2100,2000,Czechia,62175642238.0847,Europe,0.81,0.0,Islam,3699
2101,2005,Czechia,137264185596.1,Europe,0.0,0.0,Islam,2518
2102,2010,Czechia,211168667286.27,Europe,0.872,0.0,Islam,1338
2103,1995,Slovakia,26180022222.2222,Europe,0.0,0.0,Islam,0
2104,2000,Slovakia,29215726004.7765,Europe,0.761,0.0,Islam,517
2105,2005,Slovakia,62547753148.4638,Europe,0.0,0.0,Islam,514
2106,2010,Slovakia,91112160800.7668,Europe,0.841,0.0,Islam,521
2107,1990,Italy,1183945130898.51,Europe,0.78,0.0,Islam,600000
2108,1995,Italy,1177369428265.78,Europe,0.0,0.0,Islam,640000
2109,2000,Italy,1149661363439.38,Europe,0.842,0.0,Islam,950063
2110,2005,Italy,1864982261286.85,Europe,0.0,0.0,Islam,1000000
2111,2010,Italy,2144936254535.0,Europe,0.88,0.0,Islam,700000
2112,1995,San Marino,0.0,Europe,0.0,0.0,Islam,5
2113,2000,San Marino,1007661366.66959,Europe,0.875,0.0,Islam,5
2114,2005,San Marino,1786514058.22344,Europe,0.0,0.0,Islam,6
2115,2010,San Marino,1881191925.32503,Europe,0.901,0.0,Islam,6
2116,1990,Malta,2547328747.50761,Europe,0.726,0.0,Islam,1250
2117,1995,Malta,3709396044.85885,Europe,0.0,0.0,Islam,1093
2118,2000,Malta,4036809815.46617,Europe,0.779,0.0,Islam,728
2119,2005,Malta,6393234992.55141,Europe,0.0,0.0,Islam,2838
2120,2010,Malta,9097044159.26912,Europe,0.862,0.0,Islam,4122
2121,1990,Albania,2028553750.0,Europe,0.649,0.0,Islam,1367520
2122,1995,Albania,2905092798.61916,Europe,0.0,0.0,Islam,1948860
2123,2000,Albania,3584570164.85195,Europe,0.678,0.0,Islam,2051467
2124,2005,Albania,8256658249.8128,Europe,0.0,0.0,Islam,1931812
2125,2010,Albania,12086545641.299,Europe,0.766,0.0,Islam,2013180
2126,2010,Montenegro,4136936189.28052,Europe,0.806,0.0,Islam,120289
