,year,country,gdp,un_region,hdi,conflict_present,religion,relig_pop
2873,2000,Costa Rica,15013629661.8969,Latin America and the Caribbean,0.709,0.0,Buddhism,2343
2874,2005,Costa Rica,20040642476.9817,Latin America and the Caribbean,0.0,0.0,Buddhism,1135
2875,2010,Costa Rica,37658616951.8038,Latin America and the Caribbean,0.769,0.0,Buddhism,1200
2876,1990,Panama,6433967000.0,Latin America and the Caribbean,0.672,0.0,Buddhism,12200
2877,1995,Panama,9573813700.0,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2878,2000,Panama,11966497048.6488,Latin America and the Caribbean,0.722,0.0,Buddhism,2033
2879,2005,Panama,16623906739.3121,Latin America and the Caribbean,0.0,0.0,Buddhism,12315
2880,2010,Panama,30231009532.9507,Latin America and the Caribbean,0.775,0.0,Buddhism,16233
2881,1990,Colombia,47844090709.9908,Latin America and the Caribbean,0.614,1.0,Buddhism,1300
2882,1995,Colombia,92507279383.0387,Latin America and the Caribbean,0.0,1.0,Buddhism,0
2883,2000,Colombia,99875074951.0278,Latin America and the Caribbean,0.672,1.0,Buddhism,1124
2884,2005,Colombia,145600529605.803,Latin America and the Caribbean,0.0,1.0,Buddhism,1500
2885,2010,Colombia,286498534094.963,Latin America and the Caribbean,0.732,1.0,Buddhism,1619
2886,1990,Venezuela (Bolivarian Republic Of),48606952194.7752,Latin America and the Caribbean,0.657,0.0,Buddhism,2370
2887,1995,Venezuela (Bolivarian Republic Of),77389487770.0883,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2888,2000,Venezuela (Bolivarian Republic Of),117146466002.661,Latin America and the Caribbean,0.699,0.0,Buddhism,9845
2889,2005,Venezuela (Bolivarian Republic Of),145513489651.872,Latin America and the Caribbean,0.0,0.0,Buddhism,11011
2890,2010,Venezuela (Bolivarian Republic Of),393192354510.653,Latin America and the Caribbean,0.759,0.0,Buddhism,12177
2891,1990,Guyana,396582263.291139,Latin America and the Caribbean,0.496,0.0,Buddhism,1500
2892,1995,Guyana,621626785.915493,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2893,2000,Guyana,712667896.727512,Latin America and the Caribbean,0.57,0.0,Buddhism,750
2894,2005,Guyana,824880550.343965,Latin America and the Caribbean,0.0,0.0,Buddhism,375
2895,2010,Guyana,3432912516.92427,Latin America and the Caribbean,0.65,0.0,Buddhism,0
2896,1990,Suriname,388400000.0,Latin America and the Caribbean,0.696,0.0,Buddhism,1400
2897,1995,Suriname,691590497.737557,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2898,2000,Suriname,947671969.69697,Latin America and the Caribbean,0.696,0.0,Buddhism,617
2899,2005,Suriname,1793410397.38738,Latin America and the Caribbean,0.0,0.0,Buddhism,893
2900,2010,Suriname,4368370997.92126,Latin America and the Caribbean,0.696,0.0,Buddhism,0
2901,1990,Ecuador,15239272611.5809,Latin America and the Caribbean,0.645,0.0,Buddhism,1200
2902,1995,Ecuador,24432884442.2211,Latin America and the Caribbean,0.0,1.0,Buddhism,0
2903,2000,Ecuador,17539454727.3637,Latin America and the Caribbean,0.684,0.0,Buddhism,4422
2904,2005,Ecuador,40278849000.0,Latin America and the Caribbean,0.0,0.0,Buddhism,5941
2905,2010,Ecuador,68151329000.0,Latin America and the Caribbean,0.736,0.0,Buddhism,7460
2906,1990,Peru,26410386962.8019,Latin America and the Caribbean,0.62,1.0,Buddhism,7000
2907,1995,Peru,53312793687.3836,Latin America and the Caribbean,0.0,1.0,Buddhism,13121
2908,2000,Peru,51744749133.213,Latin America and the Caribbean,0.675,0.0,Buddhism,8200
2909,2005,Peru,76060606060.6061,Latin America and the Caribbean,0.0,0.0,Buddhism,8500
2910,2010,Peru,147527631520.729,Latin America and the Caribbean,0.725,0.0,Buddhism,10200
2911,1990,Brazil,390725626002.866,Latin America and the Caribbean,0.62,0.0,Buddhism,236403
2912,1995,Brazil,769333330411.575,Latin America and the Caribbean,0.0,0.0,Buddhism,278083
2913,2000,Brazil,655448188259.351,Latin America and the Caribbean,0.668,0.0,Buddhism,319764
2914,2005,Brazil,891633826625.407,Latin America and the Caribbean,0.0,0.0,Buddhism,281882
2915,2010,Brazil,2208838108484.35,Latin America and the Caribbean,0.722,0.0,Buddhism,244000
2916,1990,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.546,0.0,Buddhism,4500
2917,1995,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2918,2000,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.625,0.0,Buddhism,5329
2919,2005,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.0,0.0,Buddhism,6827
2920,2010,Bolivia (Plurinational State Of),,Latin America and the Caribbean,0.661,0.0,Buddhism,3836
2921,1990,Paraguay,5812114523.01187,Latin America and the Caribbean,0.604,0.0,Buddhism,6200
2922,1995,Paraguay,9062131475.02318,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2923,2000,Paraguay,8855705139.55857,Latin America and the Caribbean,0.656,0.0,Buddhism,5524
2924,2005,Paraguay,10737500188.1123,Latin America and the Caribbean,0.0,0.0,Buddhism,4516
2925,2010,Paraguay,27260886405.2341,Latin America and the Caribbean,0.7,0.0,Buddhism,14783
2926,1990,Chile,33428580448.2715,Latin America and the Caribbean,0.705,0.0,Buddhism,750
2927,1995,Chile,73820425701.6603,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2928,2000,Chile,78339750721.364,Latin America and the Caribbean,0.763,0.0,Buddhism,1812
2929,2005,Chile,122294145163.192,Latin America and the Caribbean,0.0,0.0,Buddhism,2100
2930,2010,Chile,217051209238.534,Latin America and the Caribbean,0.813,0.0,Buddhism,2700
2931,1990,Argentina,141352654305.163,Latin America and the Caribbean,0.724,0.0,Buddhism,0
2932,1995,Argentina,258031750000.0,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2933,2000,Argentina,284203750000.0,Latin America and the Caribbean,0.78,0.0,Buddhism,5985
2934,2005,Argentina,198737095012.282,Latin America and the Caribbean,0.0,0.0,Buddhism,6912
2935,2010,Argentina,423627422092.49,Latin America and the Caribbean,0.834,0.0,Buddhism,7236
2936,1990,Uruguay,9298807850.29979,Latin America and the Caribbean,0.702,0.0,Buddhism,60
2937,1995,Uruguay,19297663096.5506,Latin America and the Caribbean,0.0,0.0,Buddhism,0
2938,2000,Uruguay,22823270892.1094,Latin America and the Caribbean,0.754,0.0,Buddhism,21
2939,2005,Uruguay,17362857683.8545,Latin America and the Caribbean,0.0,0.0,Buddhism,32
2940,2010,Uruguay,41950361211.9581,Latin America and the Caribbean,0.785,0.0,Buddhism,32
2941,1990,United Kingdom,1093169389204.55,Europe,0.804,1.0,Buddhism,120000
2942,1995,United Kingdom,1349094208616.06,Europe,0.0,0.0,Buddhism,153245
2943,2000,United Kingdom,1671597821152.97,Europe,0.863,0.0,Buddhism,186491
2944,2005,United Kingdom,2551361818181.82,Europe,0.0,0.0,Buddhism,217659
2945,2010,United Kingdom,2496740681057.14,Europe,0.913,0.0,Buddhism,248827
2946,1990,Ireland,49305632408.4929,Europe,0.743,0.0,Buddhism,0
2947,1995,Ireland,69139823232.3232,Europe,0.0,0.0,Buddhism,726
2948,2000,Ireland,100207610429.909,Europe,0.851,0.0,Buddhism,466
2949,2005,Ireland,211876989655.907,Europe,0.0,0.0,Buddhism,521
2950,2010,Ireland,221732824603.484,Europe,0.908,0.0,Buddhism,781
2951,1990,Netherlands,318799003993.707,Europe,0.847,0.0,Buddhism,48000
2952,1995,Netherlands,452967334614.329,Europe,0.0,0.0,Buddhism,102930
2953,2000,Netherlands,417649282153.726,Europe,0.892,0.0,Buddhism,157860
2954,2005,Netherlands,688133699635.797,Europe,0.0,0.0,Buddhism,194208
2955,2010,Netherlands,852464982433.335,Europe,0.917,0.0,Buddhism,201012
2956,1990,Belgium,205331747947.851,Europe,0.814,0.0,Buddhism,20000
2957,1995,Belgium,288025588396.278,Europe,0.0,0.0,Buddhism,21939
2958,2000,Belgium,236792460312.471,Europe,0.884,0.0,Buddhism,20000
2959,2005,Belgium,385714762230.039,Europe,0.0,0.0,Buddhism,10000
2960,2010,Belgium,481556503720.001,Europe,0.913,0.0,Buddhism,32629
2961,1990,Luxembourg,12778792853.6939,Europe,0.793,0.0,Buddhism,0
2962,1995,Luxembourg,20853093869.7318,Europe,0.0,0.0,Buddhism,0
2963,2000,Luxembourg,21230182989.3036,Europe,0.864,0.0,Buddhism,0
2964,2005,Luxembourg,37672280120.4794,Europe,0.0,0.0,Buddhism,0
2965,2010,Luxembourg,56213985987.4168,Europe,0.912,0.0,Buddhism,0
2966,1990,France,1257649439826.53,Europe,0.79,0.0,Buddhism,307948
2967,1995,France,1595219345511.89,Europe,0.0,0.0,Buddhism,378182
2968,2000,France,1360959069477.49,Europe,0.844,0.0,Buddhism,594540
2969,2005,France,2192146403028.17,Europe,0.0,0.0,Buddhism,609960
2970,2010,France,2646230027988.34,Europe,0.88,0.0,Buddhism,650755
2971,1995,Monaco,3130309995.30848,Europe,0.0,0.0,Buddhism,0
2972,2000,Monaco,2654462665.26893,Europe,0.8035476190476191,0.0,Buddhism,0
2973,2005,Monaco,4204652898.73103,Europe,0.0,0.0,Buddhism,0
2974,2010,Monaco,5367561569.59548,Europe,0.8553333333333333,0.0,Buddhism,0
2975,1990,Liechtenstein,1421509216.37424,Europe,0.871,0.0,Buddhism,0
2976,1995,Liechtenstein,2428525060.69927,Europe,0.0,0.0,Buddhism,0
2977,2000,Liechtenstein,2483889858.32312,Europe,0.871,0.0,Buddhism,66
2978,2005,Liechtenstein,3659319116.88057,Europe,0.0,0.0,Buddhism,0
2979,2010,Liechtenstein,5082337238.44718,Europe,0.916,0.0,Buddhism,148
2980,1990,Switzerland,265763573999.424,Europe,0.85,0.0,Buddhism,1030
2981,1995,Switzerland,352835806342.495,Europe,0.0,0.0,Buddhism,10480
2982,2000,Switzerland,279216033870.204,Europe,0.885,0.0,Buddhism,19931
2983,2005,Switzerland,418284865884.998,Europe,0.0,0.0,Buddhism,24170
2984,2010,Switzerland,598851028906.58,Europe,0.94,0.0,Buddhism,25431
2985,1990,Spain,536175326477.31,Europe,0.762,0.0,Buddhism,16500
2986,1995,Spain,614170002668.802,Europe,0.0,0.0,Buddhism,13838
2987,2000,Spain,598102854756.08,Europe,0.828,0.0,Buddhism,12000
2988,2005,Spain,1154667551775.88,Europe,0.0,0.0,Buddhism,9000
2989,2010,Spain,1427989078916.67,Europe,0.868,0.0,Buddhism,10200
2990,1995,Andorra,1178745282.8678,Europe,0.0,0.0,Buddhism,0
2991,2000,Andorra,1432606296.26722,Europe,0.815,0.0,Buddhism,0
2992,2005,Andorra,3161084846.97686,Europe,0.0,0.0,Buddhism,0
2993,2010,Andorra,3449925693.58181,Europe,0.863,0.0,Buddhism,0
2994,1990,Portugal,78713860216.5659,Europe,0.703,0.0,Buddhism,50000
2995,1995,Portugal,118122007430.012,Europe,0.0,0.0,Buddhism,52650
2996,2000,Portugal,118605192877.388,Europe,0.793,0.0,Buddhism,55300
2997,2005,Portugal,197253876704.921,Europe,0.0,0.0,Buddhism,57449
2998,2010,Portugal,238443864993.217,Europe,0.831,0.0,Buddhism,59598
2999,1990,Germany,1778162195860.07,Europe,0.828,0.0,Buddhism,75000
3000,1995,Germany,2593053091306.13,Europe,0.0,0.0,Buddhism,79843
3001,2000,Germany,1966980701145.1,Europe,0.89,0.0,Buddhism,80000
3002,2005,Germany,2893393187361.87,Europe,0.0,0.0,Buddhism,82000
3003,2010,Germany,3467093769666.67,Europe,0.929,0.0,Buddhism,245000
3004,1990,Germany,1778162195860.07,Europe,0.828,0.0,Buddhism,0
3005,1990,Poland,65977748210.5263,Europe,0.715,0.0,Buddhism,900
3006,1995,Poland,142838527115.448,Europe,0.0,0.0,Buddhism,1458
3007,2000,Poland,172953527033.013,Europe,0.794,0.0,Buddhism,0
3008,2005,Poland,306999913150.525,Europe,0.0,0.0,Buddhism,1984
3009,2010,Poland,478111630683.514,Europe,0.845,0.0,Buddhism,1500
3010,1990,Austria,165811372382.912,Europe,0.823,0.0,Buddhism,0
3011,1995,Austria,240094169510.031,Europe,0.0,0.0,Buddhism,5717
3012,2000,Austria,196181599831.287,Europe,0.87,0.0,Buddhism,0
3013,2005,Austria,313952317330.776,Europe,0.0,0.0,Buddhism,0
3014,2010,Austria,389827789217.634,Europe,0.903,0.0,Buddhism,0
3015,1990,Hungary,34478360678.756,Europe,0.721,0.0,Buddhism,1000
3016,1995,Hungary,46577614588.9926,Europe,0.0,0.0,Buddhism,2206
3017,2000,Hungary,47275954428.9586,Europe,0.773,0.0,Buddhism,5139
3018,2005,Hungary,113098237570.929,Europe,0.0,0.0,Buddhism,2569
3019,2010,Hungary,131898737241.166,Europe,0.829,0.0,Buddhism,0
3020,1990,Slovakia,12915046978.1615,Europe,0.761,0.0,Buddhism,0
3021,1995,Czechia,60572381311.2283,Europe,0.0,0.0,Buddhism,10746
3022,2000,Czechia,62175642238.0847,Europe,0.81,0.0,Buddhism,6826
3023,2005,Czechia,137264185596.1,Europe,0.0,0.0,Buddhism,3413
3024,2010,Czechia,211168667286.27,Europe,0.872,0.0,Buddhism,0
3025,1995,Slovakia,26180022222.2222,Europe,0.0,0.0,Buddhism,0
3026,2000,Slovakia,29215726004.7765,Europe,0.761,0.0,Buddhism,0
3027,2005,Slovakia,62547753148.4638,Europe,0.0,0.0,Buddhism,0
3028,2010,Slovakia,91112160800.7668,Europe,0.841,0.0,Buddhism,0
3029,1990,Italy,1183945130898.51,Europe,0.78,0.0,Buddhism,4100
3030,1995,Italy,1177369428265.78,Europe,0.0,0.0,Buddhism,6233
3031,2000,Italy,1149661363439.38,Europe,0.842,0.0,Buddhism,60338
3032,2005,Italy,1864982261286.85,Europe,0.0,0.0,Buddhism,60000
3033,2010,Italy,2144936254535.0,Europe,0.88,0.0,Buddhism,8831
3034,1995,San Marino,0.0,Europe,0.0,0.0,Buddhism,0
3035,2000,San Marino,1007661366.66959,Europe,0.875,0.0,Buddhism,0
3036,2005,San Marino,1786514058.22344,Europe,0.0,0.0,Buddhism,0
3037,2010,San Marino,1881191925.32503,Europe,0.901,0.0,Buddhism,0
3038,1990,Malta,2547328747.50761,Europe,0.726,0.0,Buddhism,0
3039,1995,Malta,3709396044.85885,Europe,0.0,0.0,Buddhism,0
3040,2000,Malta,4036809815.46617,Europe,0.779,0.0,Buddhism,9
3041,2005,Malta,6393234992.55141,Europe,0.0,0.0,Buddhism,810
3042,2010,Malta,9097044159.26912,Europe,0.862,0.0,Buddhism,0
3043,1990,Albania,2028553750.0,Europe,0.649,0.0,Buddhism,0
3044,1995,Albania,2905092798.61916,Europe,0.0,0.0,Buddhism,0
3045,2000,Albania,3584570164.85195,Europe,0.678,0.0,Buddhism,0
3046,2005,Albania,8256658249.8128,Europe,0.0,0.0,Buddhism,0
3047,2010,Albania,12086545641.299,Europe,0.766,0.0,Buddhism,0
3048,2010,Montenegro,4136936189.28052,Europe,0.806,0.0,Buddhism,119
3049,1995,The Former Yugoslav Republic Of Macedonia,4707041315.24202,Europe,0.0,0.0,Buddhism,0
3050,2000,The Former Yugoslav Republic Of Macedonia,3772859034.20508,Europe,0.676,0.0,Buddhism,0
3051,2005,The Former Yugoslav Republic Of Macedonia,6258602872.67898,Europe,0.0,0.0,Buddhism,0
3052,2010,The Former Yugoslav Republic Of Macedonia,9407170321.37752,Europe,0.746,0.0,Buddhism,0
3053,1995,Croatia,22772394546.6058,Europe,0.0,1.0,Buddhism,0
3054,2000,Croatia,22134411297.473,Europe,0.764,0.0,Buddhism,0
3055,2005,Croatia,45013119281.806,Europe,0.0,0.0,Buddhism,0
3056,2010,Croatia,58975205417.3439,Europe,0.824,0.0,Buddhism,0
3057,1990,Serbia,0.0,Europe,0.689,0.0,Buddhism,0
3058,1995,Serbia,17921892655.3672,Europe,0.0,0.0,Buddhism,0
3059,2000,Serbia,7326373882.11044,Europe,0.689,0.0,Buddhism,0
3060,2005,Serbia,28334256180.8801,Europe,0.0,0.0,Buddhism,0
3061,2010,Serbia,43536629233.1424,Europe,0.768,0.0,Buddhism,0
3062,1995,Bosnia And Herzegovina,1866572953.73665,Europe,0.0,1.0,Buddhism,0
3063,2000,Bosnia And Herzegovina,5567772768.81188,Europe,0.656,0.0,Buddhism,0
3064,2005,Bosnia And Herzegovina,11222796336.5426,Europe,0.0,0.0,Buddhism,0
3065,2010,Bosnia And Herzegovina,17176315803.7298,Europe,0.718,0.0,Buddhism,0
3066,1995,Slovenia,21367422159.3207,Europe,0.0,0.0,Buddhism,0
3067,2000,Slovenia,20159190701.6789,Europe,0.823,0.0,Buddhism,0
3068,2005,Slovenia,35947936823.7781,Europe,0.0,0.0,Buddhism,0
3069,2010,Slovenia,47793117240.9001,Europe,0.89,0.0,Buddhism,0
3070,1990,Greece,96529587274.2906,Europe,0.762,0.0,Buddhism,0
3071,1995,Greece,134974613913.811,Europe,0.0,0.0,Buddhism,0
3072,2000,Greece,125760166224.805,Europe,0.818,0.0,Buddhism,0
3073,2005,Greece,242315668619.405,Europe,0.0,0.0,Buddhism,0
3074,2010,Greece,296417644404.034,Europe,0.874,0.0,Buddhism,0
3075,1990,Cyprus,5591130217.66965,Asia,0.733,0.0,Buddhism,0
3076,1995,Cyprus,9933137128.07244,Asia,0.0,0.0,Buddhism,0
3077,2000,Cyprus,9985847313.85485,Asia,0.797,0.0,Buddhism,0
3078,2005,Cyprus,18433412510.8817,Asia,0.0,0.0,Buddhism,0
3079,2010,Cyprus,25799940077.6075,Asia,0.859,0.0,Buddhism,0
3080,1990,Bulgaria,20632090909.0909,Europe,0.698,0.0,Buddhism,0
3081,1995,Bulgaria,18991484420.36,Europe,0.0,0.0,Buddhism,0
3082,2000,Bulgaria,13245990274.4581,Europe,0.723,0.0,Buddhism,0
3083,2005,Bulgaria,29868657858.0082,Europe,0.0,0.0,Buddhism,0
3084,2010,Bulgaria,50689051382.4361,Europe,0.79,0.0,Buddhism,0
3085,1995,Republic Of Moldova,1752999370.46158,Europe,0.0,0.0,Buddhism,0
3086,2000,Republic Of Moldova,1288429391.79951,Europe,0.655,0.0,Buddhism,0
3087,2005,Republic Of Moldova,2988342907.03096,Europe,0.0,0.0,Buddhism,0
3088,2010,Republic Of Moldova,6974982369.60155,Europe,0.716,0.0,Buddhism,0
3089,1990,Romania,38247882300.4904,Europe,0.709,0.0,Buddhism,0
3090,1995,Romania,37430162102.6125,Europe,0.0,0.0,Buddhism,0
3091,2000,Romania,37253739511.1273,Europe,0.721,0.0,Buddhism,0
3092,2005,Romania,98454380120.0761,Europe,0.0,0.0,Buddhism,0
3093,2010,Romania,170064350671.827,Europe,0.813,0.0,Buddhism,0
3094,1990,Russian Federation,517014446227.929,Europe,0.741,1.0,Buddhism,550000
3095,1995,Russian Federation,395537185734.854,Europe,0.0,1.0,Buddhism,552705
3096,2000,Russian Federation,259710142196.943,Europe,0.733,1.0,Buddhism,1796711
3097,2005,Russian Federation,764015973481.11,Europe,0.0,1.0,Buddhism,1750000
3098,2010,Russian Federation,1524916715223.95,Europe,0.797,1.0,Buddhism,0
3099,1995,Estonia,4502970889.06373,Europe,0.0,0.0,Buddhism,487
3100,2000,Estonia,5686579747.53524,Europe,0.798,0.0,Buddhism,774
3101,2005,Estonia,14109491356.7964,Europe,0.0,0.0,Buddhism,1087
3102,2010,Estonia,19524355419.038,Europe,0.864,0.0,Buddhism,1401
3103,1995,Latvia,5608208784.9401,Europe,0.0,0.0,Buddhism,121
3104,2000,Latvia,7761252607.18424,Europe,0.761,0.0,Buddhism,100
3105,2005,Latvia,16306935905.4138,Europe,0.0,0.0,Buddhism,87
3106,2010,Latvia,23468324572.3343,Europe,0.827,0.0,Buddhism,167
3107,1995,Lithuania,7921210339.58439,Europe,0.0,0.0,Buddhism,788
3108,2000,Lithuania,11550695727.2335,Europe,0.769,0.0,Buddhism,429
3109,2005,Lithuania,26105207115.3129,Europe,0.0,0.0,Buddhism,214
3110,2010,Lithuania,36638128534.0643,Europe,0.846,0.0,Buddhism,0
3111,1995,Ukraine,48213856468.5718,Europe,0.0,0.0,Buddhism,19335
3112,2000,Ukraine,32375083934.8241,Europe,0.698,0.0,Buddhism,50456
3113,2005,Ukraine,89238865118.5263,Europe,0.0,0.0,Buddhism,0
3114,2010,Ukraine,141209170427.233,Europe,0.766,0.0,Buddhism,46005
3115,1995,Belarus,13972683273.5692,Europe,0.0,0.0,Buddhism,1329
3116,2000,Belarus,12736856827.9847,Europe,0.708,0.0,Buddhism,664
3117,2005,Belarus,30210091836.8294,Europe,0.0,0.0,Buddhism,0
3118,2010,Belarus,57231904542.8755,Europe,0.79,0.0,Buddhism,0
3119,1995,Armenia,1468317435.20148,Asia,0.0,0.0,Buddhism,210
3120,2000,Armenia,1911563668.85006,Asia,0.656,0.0,Buddhism,0
3121,2005,Armenia,4900469511.10191,Asia,0.0,0.0,Buddhism,0
3122,2010,Armenia,9260285755.62424,Asia,0.739,0.0,Buddhism,0
3123,1995,Georgia,2693732611.81599,Asia,0.0,0.0,Buddhism,0
3124,2000,Georgia,3057475335.18846,Asia,0.694,0.0,Buddhism,0
3125,2005,Georgia,6410912049.87105,Asia,0.0,0.0,Buddhism,0
3126,2010,Georgia,12426907967.1578,Asia,0.763,0.0,Buddhism,0
3127,1995,Azerbaijan,2417331192.9526,Asia,0.0,1.0,Buddhism,0
3128,2000,Azerbaijan,5272615722.96892,Asia,0.635,0.0,Buddhism,0
3129,2005,Azerbaijan,13245421880.834,Asia,0.0,1.0,Buddhism,0
3130,2010,Azerbaijan,52909294791.9262,Asia,0.733,0.0,Buddhism,0
3131,1990,Finland,141446120354.533,Europe,0.811,0.0,Buddhism,2000
3132,1995,Finland,134060457516.34,Europe,0.0,0.0,Buddhism,2677
3133,2000,Finland,125967821110.589,Europe,0.887,0.0,Buddhism,3354
3134,2005,Finland,204859368790.661,Europe,0.0,0.0,Buddhism,4879
3135,2010,Finland,249429613683.334,Europe,0.912,0.0,Buddhism,4988
3136,1990,Sweden,261466577008.853,Europe,0.808,0.0,Buddhism,24573
3137,1995,Sweden,267050453506.792,Europe,0.0,0.0,Buddhism,30641
3138,2000,Sweden,262903560280.282,Europe,0.903,0.0,Buddhism,3505
3139,2005,Sweden,391688455928.597,Europe,0.0,0.0,Buddhism,15000
3140,2010,Sweden,492750897239.447,Europe,0.91,0.0,Buddhism,0
3141,1990,Norway,119791843059.572,Europe,0.845,0.0,Buddhism,27809
3142,1995,Norway,152029612324.788,Europe,0.0,0.0,Buddhism,34737
3143,2000,Norway,171457201935.968,Europe,0.914,0.0,Buddhism,40000
3144,2005,Norway,309978579743.888,Europe,0.0,0.0,Buddhism,9505
3145,2010,Norway,431052143940.438,Europe,0.938,0.0,Buddhism,13450
3146,1990,Denmark,138217740684.484,Europe,0.839,0.0,Buddhism,11272
3147,1995,Denmark,184848481008.139,Europe,0.0,0.0,Buddhism,13840
3148,2000,Denmark,164043817223.59,Europe,0.89,0.0,Buddhism,3941
3149,2005,Denmark,265150087711.985,Europe,0.0,0.0,Buddhism,4423
3150,2010,Denmark,322345594075.47,Europe,0.913,0.0,Buddhism,4487
3151,1990,Iceland,6694851159.32729,Europe,0.834,0.0,Buddhism,0
3152,1995,Iceland,7372640168.67697,Europe,0.0,0.0,Buddhism,0
3153,2000,Iceland,9140168922.35677,Europe,0.895,0.0,Buddhism,455
3154,2005,Iceland,17146410560.5279,Europe,0.0,0.0,Buddhism,597
3155,2010,Iceland,13922711576.5124,Europe,0.927,0.0,Buddhism,1087
3156,1990,Cabo Verde,306890962.649533,Africa,0.59,0.0,Buddhism,0
3157,1995,Cabo Verde,487148993.533109,Africa,0.0,0.0,Buddhism,0
3158,2000,Cabo Verde,539227277.626411,Africa,0.59,0.0,Buddhism,0
3159,2005,Cabo Verde,972241676.907662,Africa,0.0,0.0,Buddhism,0
3160,2010,Cabo Verde,1824751467.92957,Africa,0.649,0.0,Buddhism,0
3161,1990,Sao Tome And Principe,119297932.757045,Africa,0.48,0.0,Buddhism,0
3162,1995,Sao Tome And Principe,103695236.781001,Africa,0.0,0.0,Buddhism,0
3163,2000,Sao Tome And Principe,76198394.8202671,Africa,0.498,0.0,Buddhism,0
3164,2005,Sao Tome And Principe,136450662.390592,Africa,0.0,0.0,Buddhism,0
3165,2010,Sao Tome And Principe,190021192.489536,Africa,0.553,0.0,Buddhism,0
3166,1990,Guinea-Bissau,634187269.235013,Africa,0.441,0.0,Buddhism,0
3167,1995,Guinea-Bissau,660195402.013602,Africa,0.0,0.0,Buddhism,0
3168,2000,Guinea-Bissau,391345597.488269,Africa,0.441,0.0,Buddhism,0
3169,2005,Guinea-Bissau,639776040.688424,Africa,0.0,0.0,Buddhism,0
3170,2010,Guinea-Bissau,940112538.936436,Africa,0.441,0.0,Buddhism,0
3171,1990,Equatorial Guinea,112119411.489965,Africa,0.511,0.0,Buddhism,0
3172,1995,Equatorial Guinea,141853360.867855,Africa,0.0,0.0,Buddhism,0
3173,2000,Equatorial Guinea,1045998496.43872,Africa,0.511,0.0,Buddhism,0
3174,2005,Equatorial Guinea,8217369092.65224,Africa,0.0,0.0,Buddhism,0
3175,2010,Equatorial Guinea,16314443436.2903,Africa,0.609,0.0,Buddhism,0
3176,1990,Gambia,317083695.477797,Africa,0.323,0.0,Buddhism,0
3177,1995,Gambia,785999864.840299,Africa,0.0,0.0,Buddhism,0
3178,2000,Gambia,782913871.80966,Africa,0.392,0.0,Buddhism,0
3179,2005,Gambia,1027701067.55688,Africa,0.0,0.0,Buddhism,0
3180,2010,Gambia,1543294926.87301,Africa,0.449,0.0,Buddhism,0
3181,1990,Mali,3248417790.51435,Africa,0.236,1.0,Buddhism,0
3182,1995,Mali,3373322735.39126,Africa,0.0,0.0,Buddhism,0
3183,2000,Mali,3521570875.90793,Africa,0.315,0.0,Buddhism,0
3184,2005,Mali,7429066951.48251,Africa,0.0,0.0,Buddhism,0
3185,2010,Mali,12710739159.4045,Africa,0.406,0.0,Buddhism,0
3186,1990,Senegal,7390967360.42121,Africa,0.371,1.0,Buddhism,830
3187,1995,Senegal,6326342633.4034,Africa,0.0,1.0,Buddhism,1015
3188,2000,Senegal,6013185003.97525,Africa,0.388,1.0,Buddhism,1242
3189,2005,Senegal,11009033437.939,Africa,0.0,0.0,Buddhism,1300
3190,2010,Senegal,16121315909.0758,Africa,0.47,0.0,Buddhism,1631
3191,1990,Benin,1959965330.14765,Africa,0.35,0.0,Buddhism,0
3192,1995,Benin,2169627137.9207,Africa,0.0,0.0,Buddhism,0
3193,2000,Benin,3519991440.47913,Africa,0.412,0.0,Buddhism,0
3194,2005,Benin,6567654954.38903,Africa,0.0,0.0,Buddhism,0
3195,2010,Benin,9535345015.78355,Africa,0.481,0.0,Buddhism,0
3196,1990,Mauritania,1506914407.82047,Africa,0.397,0.0,Buddhism,0
3197,1995,Mauritania,2091726101.43014,Africa,0.0,0.0,Buddhism,0
3198,2000,Mauritania,1779520886.47015,Africa,0.461,0.0,Buddhism,0
3199,2005,Mauritania,2936019525.60241,Africa,0.0,0.0,Buddhism,0
3200,2010,Mauritania,5628878797.98257,Africa,0.508,0.0,Buddhism,0
3201,1990,Niger,3512356507.88599,Africa,0.212,0.0,Buddhism,0
3202,1995,Niger,2302537562.24406,Africa,0.0,0.0,Buddhism,0
3203,2000,Niger,2241753192.81158,Africa,0.26,0.0,Buddhism,0
3204,2005,Niger,4383315964.58718,Africa,0.0,0.0,Buddhism,0
3205,2010,Niger,7851192502.30917,Africa,0.336,0.0,Buddhism,0
3206,1990,Côte D'Ivoire,10795850582.779,Africa,0.425,0.0,Buddhism,4929
3207,1995,Côte D'Ivoire,11000146266.5135,Africa,0.0,0.0,Buddhism,6161
