,year,country,gdp,un_region,hdi,conflict_present,religion,relig_pop,prop_relig
2398,1990,Angola,11229515599.3048,Africa,0.38,1.0,Islam,91671,0.009752160382618386
2399,1995,Angola,5538749259.94714,Africa,0.0,1.0,Islam,114089,0.01141995565907355
2400,2000,Angola,9129594970.15301,Africa,0.38,1.0,Islam,130000,0.011849814358985205
2401,2005,Angola,41396636383.3725,Africa,0.0,0.0,Islam,175000,0.01150900859426996
2402,2010,Angola,95546919754.7633,Africa,0.516,0.0,Islam,198750,0.011531610857828264
2473,1990,Algeria,62048507531.3357,Africa,0.593,0.0,Islam,24146000,0.9946858908341916
2474,1995,Algeria,41764291671.7711,Africa,0.0,1.0,Islam,27208500,0.9996693303940479
2475,2000,Algeria,54790398570.3282,Africa,0.652,1.0,Islam,30865165,0.9998373511581693
2476,2005,Algeria,107046618669.707,Africa,0.0,1.0,Islam,32576940,0.9919680796221422
2477,2010,Algeria,177785053939.531,Africa,0.721,1.0,Islam,35309660,0.9919839842629539
2488,1990,Sudan,33641222222.2222,Africa,0.322,1.0,Islam,17384983,0.807883040912845
2489,1995,Sudan,13830363899.9163,Africa,0.0,1.0,Islam,18694900,0.8067520523739589
2490,2000,Sudan,12257299147.2936,Africa,0.42,1.0,Islam,20053200,0.851321764365333
2491,2005,Sudan,35182711987.974,Africa,0.0,1.0,Islam,24777900,0.8943253172904194
2492,2010,Sudan,58962978034.4828,Africa,0.489,1.0,Islam,28488914,0.9085504489714668
2493,1990,Iran (Islamic Republic Of),124813263926.225,Asia,0.613,1.0,Islam,53089900,0.9960040071367227
2494,1995,Iran (Islamic Republic Of),96419225743.6737,Asia,0.0,0.0,Islam,65965072,0.9964652524040783
2495,2000,Iran (Islamic Republic Of),109591707802.216,Asia,0.692,1.0,Islam,66686470,0.9982485939727382
2496,2005,Iran (Islamic Republic Of),224970371324.67,Asia,0.0,1.0,Islam,68805000,0.9982850477052719
2497,2010,Iran (Islamic Republic Of),487069570463.768,Asia,0.756,1.0,Islam,73332824,0.9982888303064733
2498,1990,Turkey,150655500191.644,Asia,0.598,1.0,Islam,55450432,0.9918985151010319
2499,1995,Turkey,234699627004.035,Asia,0.0,1.0,Islam,61019340,0.9928482424809603
2500,2000,Turkey,274748463178.502,Asia,0.669,1.0,Islam,65759180,0.9946390314503005
2501,2005,Turkey,508314210212.544,Asia,0.0,1.0,Islam,71087650,0.9955524405642617
2502,2010,Turkey,782545664268.333,Asia,0.75,0.0,Islam,75699756,0.9955904931349211
2503,1990,Iraq,180408064516.129,Asia,0.497,1.0,Islam,17354880,0.9775023642146611
2504,1995,Iraq,12894029888.1122,Asia,0.0,1.0,Islam,19693100,0.9849753632368928
2505,2000,Iraq,48364250943.9051,Asia,0.583,0.0,Islam,21959250,0.9806629525840413
2506,2005,Iraq,50065104667.8159,Asia,0.0,1.0,Islam,26984295,0.9796954314720813
2507,2010,Iraq,138516722649.573,Asia,0.629,1.0,Islam,30210000,0.9805258033106135
2528,1990,Israel,62016729540.7093,Asia,0.781,1.0,Islam,813000,0.17638031153145406
2529,1995,Israel,105497418058.646,Asia,0.0,1.0,Islam,813000,0.14721860060843112
2530,2000,Israel,136512300542.025,Asia,0.835,1.0,Islam,856800,0.14511460208908797
2531,2005,Israel,147519922009.047,Asia,0.0,1.0,Islam,1124000,0.1717315768228375
2532,2010,Israel,239679036634.372,Asia,0.887,1.0,Islam,1524000,0.21021562412453262
2570,1990,Afghanistan,0.0,Asia,0.284,1.0,Islam,15295070,0.9943893810752475
2571,1995,Afghanistan,0.0,Asia,0.0,1.0,Islam,19026255,0.9970044677526355
2572,2000,Afghanistan,3521418059.92345,Asia,0.34,1.0,Islam,22162133,0.997400392873126
2573,2005,Afghanistan,6203256538.70967,Asia,0.0,1.0,Islam,25497000,0.9985424655864716
2574,2010,Afghanistan,15856668555.8336,Asia,0.449,1.0,Islam,26880000,0.9993387188321478
2620,1990,India,320979026420.035,Asia,0.434,1.0,Islam,101000000,0.13040391583902217
2621,1995,India,360281909643.489,Asia,0.0,1.0,Islam,109916520,0.12951075470112325
2622,2000,India,468395521654.458,Asia,0.49,1.0,Islam,137840709,0.13760886585802015
2623,2005,India,820383763511.445,Asia,0.0,1.0,Islam,148985354,0.13760891750883206
2624,2010,India,1675615519484.96,Asia,0.572,1.0,Islam,160130000,0.1376089627112444
2630,1990,Pakistan,40010423970.4576,Asia,0.394,1.0,Islam,106633800,0.9523808673207372
2631,1995,Pakistan,60636071684.1918,Asia,0.0,1.0,Islam,124026804,0.959609600050904
2632,2000,Pakistan,99484802344.5277,Asia,0.434,1.0,Islam,149741271,0.960285558309575
2633,2005,Pakistan,145208562960.767,Asia,0.0,1.0,Islam,147326963,0.9602855626012132
2634,2010,Pakistan,196709621849.586,Asia,0.496,1.0,Islam,161189415,0.9602855688393654
2640,1990,Myanmar,2115193513.29556,Asia,0.333,1.0,Islam,1080000,0.029767646977756954
2641,1995,Myanmar,5289174942.53404,Asia,0.0,1.0,Islam,1804240,0.04621597958017241
2642,2000,Myanmar,8905066163.58643,Asia,0.407,1.0,Islam,1824440,0.04562082900760969
2643,2005,Myanmar,11986972418.5103,Asia,0.0,1.0,Islam,2214960,0.04603980862890974
2644,2010,Myanmar,49540813342.4834,Asia,0.506,1.0,Islam,2450000,0.047982127303869186
2645,1990,Sri Lanka,8032551173.24014,Asia,0.641,1.0,Islam,1500000,0.08996295325584924
2646,1995,Sri Lanka,13029697560.9756,Asia,0.0,1.0,Islam,1448960,0.08103343579955813
2647,2000,Sri Lanka,16595882818.6857,Asia,0.689,1.0,Islam,1453159,0.08578747919674631
2648,2005,Sri Lanka,24405791044.7761,Asia,0.0,1.0,Islam,1376759,0.0708276728583907
2649,2010,Sri Lanka,58636049434.1871,Asia,0.735,0.0,Islam,1975865,0.09636127451759742
2695,1990,Philippines,50508286641.5746,Asia,0.598,1.0,Islam,2828080,0.04722631010853745
2696,1995,Philippines,84644328727.4825,Asia,0.0,1.0,Islam,3724151,0.05512348136081865
2697,2000,Philippines,83669788376.9213,Asia,0.635,1.0,Islam,4055030,0.054327956758749754
2698,2005,Philippines,107419977318.166,Asia,0.0,1.0,Islam,4464773,0.05502139979142317
2699,2010,Philippines,208368893151.144,Asia,0.673,1.0,Islam,5113771,0.0570017565887908
2700,1990,Indonesia,106140727333.636,Asia,0.526,1.0,Islam,151124692,0.863836791588439
2701,1995,Indonesia,202132028723.115,Asia,0.0,0.0,Islam,165377245,0.8592802705885292
2702,2000,Indonesia,165021012077.81,Asia,0.597,1.0,Islam,179629800,0.8554838801854511
2703,2005,Indonesia,285868619196.085,Asia,0.0,1.0,Islam,190589900,0.8614464356311825
2704,2010,Indonesia,755094157621.936,Asia,0.667,0.0,Islam,201550000,0.8668309931075603
2881,1990,Colombia,47844090709.9908,Southern America,0.614,1.0,Buddhism,1300,4.191108080617576e-05
2882,1995,Colombia,92507279383.0387,Southern America,0.0,1.0,Buddhism,0,0.0
2883,2000,Colombia,99875074951.0278,Southern America,0.672,1.0,Buddhism,1124,2.8068669049889786e-05
2884,2005,Colombia,145600529605.803,Southern America,0.0,1.0,Buddhism,1500,3.6015533355474084e-05
2885,2010,Colombia,286498534094.963,Southern America,0.732,1.0,Buddhism,1619,3.601283347016282e-05
3094,1990,Russian Federation,517014446227.929,Europe,0.741,1.0,Buddhism,550000,0.005471978218422587
3095,1995,Russian Federation,395537185734.854,Europe,0.0,1.0,Buddhism,552705,0.011407089886993231
3096,2000,Russian Federation,259710142196.943,Europe,0.733,1.0,Buddhism,1796711,0.013930707548144112
3097,2005,Russian Federation,764015973481.11,Europe,0.0,1.0,Buddhism,1750000,0.013930707546208555
3098,2010,Russian Federation,1524916715223.95,Europe,0.797,1.0,Buddhism,0,0.0
3186,1990,Senegal,7390967360.42121,Africa,0.371,1.0,Buddhism,830,0.0001219184380338522
3187,1995,Senegal,6326342633.4034,Africa,0.0,1.0,Buddhism,1015,0.00013110574976859512
3188,2000,Senegal,6013185003.97525,Africa,0.388,1.0,Buddhism,1242,0.000134544595792069
3189,2005,Senegal,11009033437.939,Africa,0.0,0.0,Buddhism,1300,0.00012270704194003988
3190,2010,Senegal,16121315909.0758,Africa,0.47,0.0,Buddhism,1631,0.00013858388679795173
3221,1990,Liberia,384400000.0,Africa,0.434,1.0,Buddhism,0,0.0
3222,1995,Liberia,134800000.0,Africa,0.0,1.0,Buddhism,0,0.0
3223,2000,Liberia,874000000.0,Africa,0.434,1.0,Buddhism,0,0.0
3224,2005,Liberia,949000000.0,Africa,0.0,0.0,Buddhism,0,0.0
3225,2010,Liberia,1998000000.0,Africa,0.46,0.0,Buddhism,0,0.0
3261,1990,Chad,1738605557.76313,Africa,0.292,1.0,Buddhism,612,0.0001365598346287179
3262,1995,Chad,1445919894.57661,Africa,0.0,0.0,Buddhism,765,0.0001493099538017437
3263,2000,Chad,1388506771.58756,Africa,0.292,1.0,Buddhism,918,0.00014343933781651576
3264,2005,Chad,8655892392.92919,Africa,0.0,1.0,Buddhism,1543,0.00017458556859623132
3265,2010,Chad,14058506663.7252,Africa,0.364,1.0,Buddhism,1771,0.00017263777952137712
3271,1990,Democratic Republic Of The Congo,9349764580.41173,Africa,0.377,0.0,Buddhism,2100,6.21227154371398e-05
3272,1995,Democratic Republic Of The Congo,5643439376.10491,Africa,0.0,0.0,Buddhism,2486,5.691817133683773e-05
3273,2000,Democratic Republic Of The Congo,19088046305.7971,Africa,0.376,1.0,Buddhism,2872,6.0129972023232445e-05
3274,2005,Democratic Republic Of The Congo,12609728573.1032,Africa,0.0,1.0,Buddhism,3438,6.22364545017847e-05
3275,2010,Democratic Republic Of The Congo,24161641931.0331,Africa,0.424,1.0,Buddhism,3841,5.991387065223946e-05
3276,1990,Uganda,4304399310.30967,Africa,0.329,1.0,Buddhism,727,4.679393630399092e-05
3277,1995,Uganda,5755818842.49246,Africa,0.0,1.0,Buddhism,908,5.092192804776432e-05
3278,2000,Uganda,6193246837.09687,Africa,0.392,1.0,Buddhism,1090,5.283198846033045e-05
3279,2005,Uganda,9239221763.05793,Africa,0.0,1.0,Buddhism,1722,7.0137189483071e-05
3280,2010,Uganda,26673441430.7857,Africa,0.5,0.0,Buddhism,2005,6.71804277312496e-05
3291,1990,Burundi,1132101252.51817,Africa,0.285,0.0,Buddhism,0,0.0
3292,1995,Burundi,1000428393.88528,Africa,0.0,1.0,Buddhism,0,0.0
3293,2000,Burundi,870486065.883137,Africa,0.298,1.0,Buddhism,0,0.0
3294,2005,Burundi,1117113079.73645,Africa,0.0,1.0,Buddhism,0,0.0
3295,2010,Burundi,2032135192.01248,Africa,0.404,0.0,Buddhism,0,0.0
3301,1990,Somalia,1031282081.16683,Africa,0.38,1.0,Buddhism,0,0.0
3302,1995,Somalia,1534756134.55022,Africa,0.0,1.0,Buddhism,0,0.0
3303,2000,Somalia,3412797450.20112,Africa,0.38,0.0,Buddhism,0,0.0
3304,2005,Somalia,4683246454.10048,Africa,0.0,1.0,Buddhism,0,0.0
3305,2010,Somalia,2687807003.73935,Africa,0.38,1.0,Buddhism,0,0.0
3311,1990,Ethiopia,12478943895.1691,Africa,0.286,1.0,Buddhism,0,0.0
3312,1995,Ethiopia,7855205206.93405,Africa,0.0,0.0,Buddhism,0,0.0
3313,2000,Ethiopia,8242349617.8638,Africa,0.286,1.0,Buddhism,0,0.0
3314,2005,Ethiopia,12401139453.9738,Africa,0.0,1.0,Buddhism,0,0.0
3315,2010,Ethiopia,29933790334.3418,Africa,0.409,1.0,Buddhism,0,0.0
3320,1990,Angola,11229515599.3048,Africa,0.38,1.0,Buddhism,900,9.574395767861753e-05
3321,1995,Angola,5538749259.94714,Africa,0.0,1.0,Buddhism,1000,0.00010009690381258095
3322,2000,Angola,9129594970.15301,Africa,0.38,1.0,Buddhism,1101,0.00010035881237879007
3323,2005,Angola,41396636383.3725,Africa,0.0,0.0,Buddhism,1200,7.891891607499401e-05
3324,2010,Angola,95546919754.7633,Africa,0.516,0.0,Buddhism,1634,9.480579693932772e-05
3395,1990,Algeria,62048507531.3357,Africa,0.593,0.0,Buddhism,0,0.0
3396,1995,Algeria,41764291671.7711,Africa,0.0,1.0,Buddhism,0,0.0
3397,2000,Algeria,54790398570.3282,Africa,0.652,1.0,Buddhism,0,0.0
3398,2005,Algeria,107046618669.707,Africa,0.0,1.0,Buddhism,0,0.0
3399,2010,Algeria,177785053939.531,Africa,0.721,1.0,Buddhism,0,0.0
3410,1990,Sudan,33641222222.2222,Africa,0.322,1.0,Buddhism,0,0.0
3411,1995,Sudan,13830363899.9163,Africa,0.0,1.0,Buddhism,0,0.0
3412,2000,Sudan,12257299147.2936,Africa,0.42,1.0,Buddhism,0,0.0
3413,2005,Sudan,35182711987.974,Africa,0.0,1.0,Buddhism,0,0.0
3414,2010,Sudan,58962978034.4828,Africa,0.489,1.0,Buddhism,0,0.0
3415,1990,Iran (Islamic Republic Of),124813263926.225,Asia,0.613,1.0,Buddhism,0,0.0
3416,1995,Iran (Islamic Republic Of),96419225743.6737,Asia,0.0,0.0,Buddhism,0,0.0
3417,2000,Iran (Islamic Republic Of),109591707802.216,Asia,0.692,1.0,Buddhism,0,0.0
3418,2005,Iran (Islamic Republic Of),224970371324.67,Asia,0.0,1.0,Buddhism,0,0.0
3419,2010,Iran (Islamic Republic Of),487069570463.768,Asia,0.756,1.0,Buddhism,0,0.0
3420,1990,Turkey,150655500191.644,Asia,0.598,1.0,Buddhism,30000,0.0005366406424575909
3421,1995,Turkey,234699627004.035,Asia,0.0,1.0,Buddhism,0,0.0
3422,2000,Turkey,274748463178.502,Asia,0.669,1.0,Buddhism,0,0.0
3423,2005,Turkey,508314210212.544,Asia,0.0,1.0,Buddhism,0,0.0
3424,2010,Turkey,782545664268.333,Asia,0.75,0.0,Buddhism,0,0.0
3425,1990,Iraq,180408064516.129,Asia,0.497,1.0,Buddhism,900,5.069191649802217e-05
3426,1995,Iraq,12894029888.1122,Asia,0.0,1.0,Buddhism,0,0.0
3427,2000,Iraq,48364250943.9051,Asia,0.583,0.0,Buddhism,0,0.0
3428,2005,Iraq,50065104667.8159,Asia,0.0,1.0,Buddhism,0,0.0
3429,2010,Iraq,138516722649.573,Asia,0.629,1.0,Buddhism,0,0.0
3450,1990,Israel,62016729540.7093,Asia,0.781,1.0,Buddhism,0,0.0
3451,1995,Israel,105497418058.646,Asia,0.0,1.0,Buddhism,0,0.0
3452,2000,Israel,136512300542.025,Asia,0.835,1.0,Buddhism,0,0.0
3453,2005,Israel,147519922009.047,Asia,0.0,1.0,Buddhism,0,0.0
3454,2010,Israel,239679036634.372,Asia,0.887,1.0,Buddhism,0,0.0
3492,1990,Afghanistan,0.0,Asia,0.284,1.0,Buddhism,4169,0.0002710421939685603
3493,1995,Afghanistan,0.0,Asia,0.0,1.0,Buddhism,4357,0.00022831337359865265
3494,2000,Afghanistan,3521418059.92345,Asia,0.34,1.0,Buddhism,4544,0.00020450140720730645
3495,2005,Afghanistan,6203256538.70967,Asia,0.0,1.0,Buddhism,4012,0.00015712249958555613
3496,2010,Afghanistan,15856668555.8336,Asia,0.449,1.0,Buddhism,2500,9.294444929614469e-05
3542,1990,India,320979026420.035,Asia,0.434,1.0,Buddhism,5950000,0.00768221088358596
3543,1995,India,360281909643.489,Asia,0.0,1.0,Buddhism,9159710,0.01079256289176027
3544,2000,India,468395521654.458,Asia,0.49,1.0,Buddhism,7955207,0.007941826626383522
3545,2005,India,820383763511.445,Asia,0.0,1.0,Buddhism,8598398,0.0079418292424241
3546,2010,India,1675615519484.96,Asia,0.572,1.0,Buddhism,9241589,0.007941831487501695
3552,1990,Pakistan,40010423970.4576,Asia,0.394,1.0,Buddhism,75000,0.000669849194617985
3553,1995,Pakistan,60636071684.1918,Asia,0.0,1.0,Buddhism,85697,0.0006630475126615559
3554,2000,Pakistan,99484802344.5277,Asia,0.434,1.0,Buddhism,90000,0.000577166867028007
3555,2005,Pakistan,145208562960.767,Asia,0.0,1.0,Buddhism,88548,0.0005771609233349379
3556,2010,Pakistan,196709621849.586,Asia,0.496,1.0,Buddhism,96880,0.0005771623770032153
3562,1990,Myanmar,2115193513.29556,Asia,0.333,1.0,Buddhism,32049350,0.8833645709875693
3563,1995,Myanmar,5289174942.53404,Asia,0.0,1.0,Buddhism,33355000,0.8543952018005646
3564,2000,Myanmar,8905066163.58643,Asia,0.407,1.0,Buddhism,34909000,0.8729130691207421
3565,2005,Myanmar,11986972418.5103,Asia,0.0,1.0,Buddhism,41406500,0.8606689673822331
3566,2010,Myanmar,49540813342.4834,Asia,0.506,1.0,Buddhism,43983776,0.8614020976885168
3567,1990,Sri Lanka,8032551173.24014,Asia,0.641,1.0,Buddhism,11650720,0.6987554525046585
3568,1995,Sri Lanka,13029697560.9756,Asia,0.0,1.0,Buddhism,12447280,0.6961171217694925
3569,2000,Sri Lanka,16595882818.6857,Asia,0.689,1.0,Buddhism,12985000,0.7665715984071605
3570,2005,Sri Lanka,24405791044.7761,Asia,0.0,1.0,Buddhism,13537599,0.6964447904535777
3571,2010,Sri Lanka,58636049434.1871,Asia,0.735,0.0,Buddhism,14467488,0.7055672238478067
3617,1990,Philippines,50508286641.5746,Asia,0.598,1.0,Buddhism,61480,0.0010266589154029882
3618,1995,Philippines,84644328727.4825,Asia,0.0,1.0,Buddhism,83681,0.0012386146651289557
3619,2000,Philippines,83669788376.9213,Asia,0.635,1.0,Buddhism,76510,0.0010250557879009387
3620,2005,Philippines,107419977318.166,Asia,0.0,1.0,Buddhism,96877,0.0011938587129947486
3621,2010,Philippines,208368893151.144,Asia,0.673,1.0,Buddhism,105000,0.0011704052531533058
3622,1990,Indonesia,106140727333.636,Asia,0.526,1.0,Buddhism,1794830,0.01025934391083277
3623,1995,Indonesia,202132028723.115,Asia,0.0,0.0,Buddhism,1762215,0.009156257150342326
3624,2000,Indonesia,165021012077.81,Asia,0.597,1.0,Buddhism,1729600,0.00823719070649055
3625,2005,Indonesia,285868619196.085,Asia,0.0,1.0,Buddhism,1824640,0.008247182166054344
3626,2010,Indonesia,755094157621.936,Asia,0.667,0.0,Buddhism,1919680,0.008256205015374454
3803,1990,Colombia,47844090709.9908,Southern America,0.614,1.0,Hindu,8000,0.0002579143434226201
3804,1995,Colombia,92507279383.0387,Southern America,0.0,1.0,Hindu,0,0.0
3805,2000,Colombia,99875074951.0278,Southern America,0.672,1.0,Hindu,6832,0.0001706095613423906
3806,2005,Colombia,145600529605.803,Southern America,0.0,1.0,Hindu,7500,0.0001800776667773704
3807,2010,Colombia,286498534094.963,Southern America,0.732,1.0,Hindu,8095,0.0001800641673508141
4016,1990,Russian Federation,517014446227.929,Europe,0.741,1.0,Hindu,0,0.0
4017,1995,Russian Federation,395537185734.854,Europe,0.0,1.0,Hindu,0,0.0
4018,2000,Russian Federation,259710142196.943,Europe,0.733,1.0,Hindu,0,0.0
4019,2005,Russian Federation,764015973481.11,Europe,0.0,1.0,Hindu,0,0.0
4020,2010,Russian Federation,1524916715223.95,Europe,0.797,1.0,Hindu,0,0.0
4108,1990,Senegal,7390967360.42121,Africa,0.371,1.0,Hindu,0,0.0
4109,1995,Senegal,6326342633.4034,Africa,0.0,1.0,Hindu,0,0.0
4110,2000,Senegal,6013185003.97525,Africa,0.388,1.0,Hindu,0,0.0
4111,2005,Senegal,11009033437.939,Africa,0.0,0.0,Hindu,0,0.0
4112,2010,Senegal,16121315909.0758,Africa,0.47,0.0,Hindu,0,0.0
4143,1990,Liberia,384400000.0,Africa,0.434,1.0,Hindu,0,0.0
4144,1995,Liberia,134800000.0,Africa,0.0,1.0,Hindu,0,0.0
4145,2000,Liberia,874000000.0,Africa,0.434,1.0,Hindu,0,0.0
4146,2005,Liberia,949000000.0,Africa,0.0,0.0,Hindu,0,0.0
4147,2010,Liberia,1998000000.0,Africa,0.46,0.0,Hindu,0,0.0
4183,1990,Chad,1738605557.76313,Africa,0.292,1.0,Hindu,0,0.0
4184,1995,Chad,1445919894.57661,Africa,0.0,0.0,Hindu,0,0.0
4185,2000,Chad,1388506771.58756,Africa,0.292,1.0,Hindu,0,0.0
4186,2005,Chad,8655892392.92919,Africa,0.0,1.0,Hindu,0,0.0
4187,2010,Chad,14058506663.7252,Africa,0.364,1.0,Hindu,0,0.0
4193,1990,Democratic Republic Of The Congo,9349764580.41173,Africa,0.377,0.0,Hindu,64000,0.001893263708560451
4194,1995,Democratic Republic Of The Congo,5643439376.10491,Africa,0.0,0.0,Hindu,70740,0.0016196264844601372
4195,2000,Democratic Republic Of The Congo,19088046305.7971,Africa,0.376,1.0,Hindu,77481,0.0016221902375808054
4196,2005,Democratic Republic Of The Congo,12609728573.1032,Africa,0.0,1.0,Hindu,80500,0.001457252643220962
4197,2010,Democratic Republic Of The Congo,24161641931.0331,Africa,0.424,1.0,Hindu,95000,0.0014818582952259175
4198,1990,Uganda,4304399310.30967,Africa,0.329,1.0,Hindu,132000,0.008496285546254197
4199,1995,Uganda,5755818842.49246,Africa,0.0,1.0,Hindu,157600,0.008838431564237508
4200,2000,Uganda,6193246837.09687,Africa,0.392,1.0,Hindu,162000,0.007852093697773883
4201,2005,Uganda,9239221763.05793,Africa,0.0,1.0,Hindu,170000,0.0069241127828815726
4202,2010,Uganda,26673441430.7857,Africa,0.5,0.0,Hindu,182000,0.006098173489819166
4213,1990,Burundi,1132101252.51817,Africa,0.285,0.0,Hindu,5000,0.000999581575152641
4214,1995,Burundi,1000428393.88528,Africa,0.0,1.0,Hindu,5312,0.0009677030914943962
4215,2000,Burundi,870486065.883137,Africa,0.298,1.0,Hindu,5624,0.0009591138497472435
4216,2005,Burundi,1117113079.73645,Africa,0.0,1.0,Hindu,6422,0.0009356586777752945
4217,2010,Burundi,2032135192.01248,Africa,0.404,0.0,Hindu,7220,0.0009181679624237854
4223,1990,Somalia,1031282081.16683,Africa,0.38,1.0,Hindu,2400,0.0002796630107331168
4224,1995,Somalia,1534756134.55022,Africa,0.0,1.0,Hindu,4027,0.0004278878765880835
4225,2000,Somalia,3412797450.20112,Africa,0.38,0.0,Hindu,5654,0.0005621146646310971
4226,2005,Somalia,4683246454.10048,Africa,0.0,1.0,Hindu,4737,0.0005698220235430203
4227,2010,Somalia,2687807003.73935,Africa,0.38,1.0,Hindu,5225,0.0005622360315282597
4233,1990,Ethiopia,12478943895.1691,Africa,0.286,1.0,Hindu,3600,7.858882414528105e-05
4234,1995,Ethiopia,7855205206.93405,Africa,0.0,0.0,Hindu,4130,7.963635686999037e-05
4235,2000,Ethiopia,8242349617.8638,Africa,0.286,1.0,Hindu,4661,7.928945354154314e-05
4236,2005,Ethiopia,12401139453.9738,Africa,0.0,1.0,Hindu,5471,7.88104363398653e-05
4237,2010,Ethiopia,29933790334.3418,Africa,0.409,1.0,Hindu,6130,7.759734615557114e-05
4242,1990,Angola,11229515599.3048,Africa,0.38,1.0,Hindu,0,0.0
4243,1995,Angola,5538749259.94714,Africa,0.0,1.0,Hindu,0,0.0
4244,2000,Angola,9129594970.15301,Africa,0.38,1.0,Hindu,0,0.0
4245,2005,Angola,41396636383.3725,Africa,0.0,0.0,Hindu,0,0.0
4246,2010,Angola,95546919754.7633,Africa,0.516,0.0,Hindu,0,0.0
4317,1990,Algeria,62048507531.3357,Africa,0.593,0.0,Hindu,0,0.0
4318,1995,Algeria,41764291671.7711,Africa,0.0,1.0,Hindu,0,0.0
4319,2000,Algeria,54790398570.3282,Africa,0.652,1.0,Hindu,0,0.0
4320,2005,Algeria,107046618669.707,Africa,0.0,1.0,Hindu,0,0.0
4321,2010,Algeria,177785053939.531,Africa,0.721,1.0,Hindu,0,0.0
4332,1990,Sudan,33641222222.2222,Africa,0.322,1.0,Hindu,500,2.3235082856073114e-05
4333,1995,Sudan,13830363899.9163,Africa,0.0,1.0,Hindu,0,0.0
4334,2000,Sudan,12257299147.2936,Africa,0.42,1.0,Hindu,0,0.0
4335,2005,Sudan,35182711987.974,Africa,0.0,1.0,Hindu,0,0.0
4336,2010,Sudan,58962978034.4828,Africa,0.489,1.0,Hindu,0,0.0
4337,1990,Iran (Islamic Republic Of),124813263926.225,Asia,0.613,1.0,Hindu,8333,0.00015633296335970326
4338,1995,Iran (Islamic Republic Of),96419225743.6737,Asia,0.0,0.0,Hindu,4166,6.293139862737344e-05
4339,2000,Iran (Islamic Republic Of),109591707802.216,Asia,0.692,1.0,Hindu,0,0.0
4340,2005,Iran (Islamic Republic Of),224970371324.67,Asia,0.0,1.0,Hindu,0,0.0
4341,2010,Iran (Islamic Republic Of),487069570463.768,Asia,0.756,1.0,Hindu,0,0.0
4342,1990,Turkey,150655500191.644,Asia,0.598,1.0,Hindu,0,0.0
4343,1995,Turkey,234699627004.035,Asia,0.0,1.0,Hindu,0,0.0
4344,2000,Turkey,274748463178.502,Asia,0.669,1.0,Hindu,0,0.0
4345,2005,Turkey,508314210212.544,Asia,0.0,1.0,Hindu,0,0.0
4346,2010,Turkey,782545664268.333,Asia,0.75,0.0,Hindu,0,0.0
4347,1990,Iraq,180408064516.129,Asia,0.497,1.0,Hindu,0,0.0
4348,1995,Iraq,12894029888.1122,Asia,0.0,1.0,Hindu,0,0.0
4349,2000,Iraq,48364250943.9051,Asia,0.583,0.0,Hindu,0,0.0
4350,2005,Iraq,50065104667.8159,Asia,0.0,1.0,Hindu,0,0.0
4351,2010,Iraq,138516722649.573,Asia,0.629,1.0,Hindu,0,0.0
4372,1990,Israel,62016729540.7093,Asia,0.781,1.0,Hindu,0,0.0
4373,1995,Israel,105497418058.646,Asia,0.0,1.0,Hindu,0,0.0
4374,2000,Israel,136512300542.025,Asia,0.835,1.0,Hindu,0,0.0
4375,2005,Israel,147519922009.047,Asia,0.0,1.0,Hindu,0,0.0
4376,2010,Israel,239679036634.372,Asia,0.887,1.0,Hindu,0,0.0
4414,1990,Afghanistan,0.0,Asia,0.284,1.0,Hindu,75000,0.004876028915241549
4415,1995,Afghanistan,0.0,Asia,0.0,1.0,Hindu,46133,0.002417438802898013
4416,2000,Afghanistan,3521418059.92345,Asia,0.34,1.0,Hindu,47000,0.0021152214213783897
4417,2005,Afghanistan,6203256538.70967,Asia,0.0,1.0,Hindu,8250,0.00032309586779183397
4418,2010,Afghanistan,15856668555.8336,Asia,0.449,1.0,Hindu,8000,0.000297422237747663
4464,1990,India,320979026420.035,Asia,0.434,1.0,Hindu,622022768,0.8031109375072041
4465,1995,India,360281909643.489,Asia,0.0,1.0,Hindu,679818545,0.8010061892677235
4466,2000,India,468395521654.458,Asia,0.49,1.0,Hindu,827578868,0.826186909946496
4467,2005,India,820383763511.445,Asia,0.0,1.0,Hindu,894489961,0.8261872187498873
4468,2010,India,1675615519484.96,Asia,0.572,1.0,Hindu,961401054,0.8261874838595957
4474,1990,Pakistan,40010423970.4576,Asia,0.394,1.0,Hindu,1420000,0.012682478084767183
4475,1995,Pakistan,60636071684.1918,Asia,0.0,1.0,Hindu,1742788,0.013484150536149549
4476,2000,Pakistan,99484802344.5277,Asia,0.434,1.0,Hindu,3442626,0.022077440697435103
4477,2005,Pakistan,145208562960.767,Asia,0.0,1.0,Hindu,3387120,0.022077441688646098
4478,2010,Pakistan,196709621849.586,Asia,0.496,1.0,Hindu,3705824,0.022077437949995494
4484,1990,Myanmar,2115193513.29556,Asia,0.333,1.0,Hindu,660000,0.01819133981974036
4485,1995,Myanmar,5289174942.53404,Asia,0.0,1.0,Hindu,719974,0.01844228244704421
4486,2000,Myanmar,8905066163.58643,Asia,0.407,1.0,Hindu,45611,0.0011405207251902422
4487,2005,Myanmar,11986972418.5103,Asia,0.0,1.0,Hindu,55374,0.0011509952157227434
4488,2010,Myanmar,49540813342.4834,Asia,0.506,1.0,Hindu,58808,0.001151727731626914
